Date,Revenue,Loan_Proceeds,CapEx,Loan_Payment,Interest_Expense,COGS,Salaries,Marketing,Rent,Region,Gross_Profit,Total_OpEx,Operating_Income (EBIT),Net_Income,Daily_Cash_Flow,Cumulative_Cash_Flow
2024-06-23,7503.49,0.0,0,0.0,0.0,3762.1,4034.8,600.28,2500,North,3741.39,7135.08,-3393.69,-3393.69,-3393.69,-674432.13
2024-06-24,8208.93,0.0,0,0.0,0.0,4443.48,4035.0,656.71,2500,North,3765.45,7191.71,-3426.27,-3426.27,-3426.27,-677858.4
2024-06-25,8802.94,0.0,0,0.0,0.0,4602.96,4035.2,704.24,2500,North,4199.98,7239.44,-3039.45,-3039.45,-3039.45,-680897.85
2024-06-26,8152.9,0.0,0,0.0,0.0,4175.17,4035.4,652.23,2500,North,3977.73,7187.63,-3209.9,-3209.9,-3209.9,-684107.75
2024-06-27,7494.78,0.0,0,0.0,0.0,3960.94,4035.6,599.58,2500,North,3533.84,7135.18,-3601.35,-3601.35,-3601.35,-687709.1
2024-06-28,7450.71,0.0,0,0.0,0.0,3868.95,4035.8,596.06,2500,North,3581.77,7131.86,-3550.09,-3550.09,-3550.09,-691259.19
2024-06-29,8186.27,0.0,0,0.0,0.0,4228.26,4036.0,654.9,2500,North,3958.0,7190.9,-3232.9,-3232.9,-3232.9,-694492.09
2024-06-30,8328.16,0.0,0,0.0,0.0,4521.6,4036.2,666.25,2500,North,3806.56,7202.45,-3395.89,-3395.89,-3395.89,-697887.98
2024-07-01,7578.56,0.0,0,0.0,0.0,3838.61,4036.4,606.28,2500,North,3739.94,7142.68,-3402.74,-3402.74,-3402.74,-701290.72
2024-07-02,6781.98,0.0,0,0.0,0.0,3510.23,4036.6,542.56,2500,North,3271.74,7079.16,-3807.42,-3807.42,-3807.42,-705098.14
2024-07-03,8192.7,0.0,0,0.0,0.0,4217.72,4036.8,655.42,2500,North,3974.98,7192.22,-3217.24,-3217.24,-3217.24,-708315.38
2024-07-04,7477.78,0.0,0,0.0,0.0,3858.18,4037.0,598.22,2500,North,3619.6,7135.22,-3515.62,-3515.62,-3515.62,-711831.0
2024-07-05,8067.64,0.0,0,0.0,0.0,4054.39,4037.2,645.41,2500,North,4013.26,7182.61,-3169.36,-3169.36,-3169.36,-715000.36
2024-07-06,7898.25,0.0,0,0.0,0.0,3967.67,4037.4,631.86,2500,North,3930.59,7169.26,-3238.67,-3238.67,-3238.67,-718239.03
2024-07-07,7366.27,0.0,0,0.0,0.0,3892.64,4037.6,589.3,2500,North,3473.63,7126.9,-3653.27,-3653.27,-3653.27,-721892.3
2024-07-08,8192.52,0.0,0,0.0,0.0,4421.45,4037.8,655.4,2500,North,3771.06,7193.2,-3422.14,-3422.14,-3422.14,-725314.44
2024-07-09,8057.78,0.0,0,0.0,0.0,4071.03,4038.0,644.62,2500,North,3986.75,7182.62,-3195.87,-3195.87,-3195.87,-728510.31
2024-07-10,7824.82,0.0,0,0.0,0.0,3981.67,4038.2,625.99,2500,North,3843.15,7164.19,-3321.03,-3321.03,-3321.03,-731831.34
2024-07-11,9538.84,0.0,0,0.0,0.0,5234.53,4038.4,763.11,2500,North,4304.31,7301.51,-2997.19,-2997.19,-2997.19,-734828.53
2024-07-12,7673.22,0.0,0,0.0,0.0,4168.31,4038.6,613.86,2500,North,3504.91,7152.46,-3647.55,-3647.55,-3647.55,-738476.08
2024-07-13,8229.42,0.0,0,0.0,0.0,4386.46,4038.8,658.35,2500,North,3842.97,7197.15,-3354.19,-3354.19,-3354.19,-741830.27
2024-07-14,8100.65,0.0,0,0.0,0.0,4240.84,4039.0,648.05,2500,North,3859.81,7187.05,-3327.24,-3327.24,-3327.24,-745157.51
2024-07-15,7880.6,0.0,0,0.0,0.0,4254.19,4039.2,630.45,2500,North,3626.41,7169.65,-3543.24,-3543.24,-3543.24,-748700.75
2024-07-16,8451.93,0.0,0,0.0,0.0,4258.66,4039.4,676.15,2500,North,4193.26,7215.55,-3022.29,-3022.29,-3022.29,-751723.04
2024-07-17,7417.17,0.0,0,0.0,0.0,3924.4,4039.6,593.37,2500,North,3492.77,7132.97,-3640.21,-3640.21,-3640.21,-755363.25
2024-07-18,8658.98,0.0,0,0.0,0.0,4413.04,4039.8,692.72,2500,North,4245.93,7232.52,-2986.58,-2986.58,-2986.58,-758349.83
2024-07-19,7953.01,0.0,0,0.0,0.0,4292.87,4040.0,636.24,2500,North,3660.14,7176.24,-3516.1,-3516.1,-3516.1,-761865.94
2024-07-20,6917.34,0.0,0,0.0,0.0,3716.75,4040.2,553.39,2500,North,3200.59,7093.59,-3892.99,-3892.99,-3892.99,-765758.93
2024-07-21,7780.8,0.0,0,0.0,0.0,4199.45,4040.4,622.46,2500,North,3581.35,7162.86,-3581.52,-3581.52,-3581.52,-769340.45
2024-07-22,8180.22,0.0,0,0.0,0.0,4491.67,4040.6,654.42,2500,North,3688.55,7195.02,-3506.47,-3506.47,-3506.47,-772846.92
2024-07-23,8402.49,0.0,0,0.0,0.0,4433.75,4040.8,672.2,2500,North,3968.74,7213.0,-3244.26,-3244.26,-3244.26,-776091.18
2024-07-24,7766.44,0.0,0,0.0,0.0,4128.31,4041.0,621.31,2500,North,3638.13,7162.31,-3524.19,-3524.19,-3524.19,-779615.36
2024-07-25,8169.21,0.0,0,0.0,0.0,4450.02,4041.2,653.54,2500,North,3719.2,7194.74,-3475.54,-3475.54,-3475.54,-783090.9
2024-07-26,8606.08,0.0,0,0.0,0.0,4615.67,4041.4,688.49,2500,North,3990.41,7229.89,-3239.48,-3239.48,-3239.48,-786330.38
2024-07-27,7345.02,0.0,0,0.0,0.0,3964.07,4041.6,587.6,2500,North,3380.95,7129.2,-3748.25,-3748.25,-3748.25,-790078.63
2024-07-28,7859.79,0.0,0,0.0,0.0,3996.12,4041.8,628.78,2500,North,3863.67,7170.58,-3306.92,-3306.92,-3306.92,-793385.55
2024-07-29,9126.66,0.0,0,0.0,0.0,4881.7,4042.0,730.13,2500,North,4244.96,7272.13,-3027.17,-3027.17,-3027.17,-796412.72
2024-07-30,8018.83,0.0,0,0.0,0.0,4354.83,4042.2,641.51,2500,North,3664.0,7183.71,-3519.71,-3519.71,-3519.71,-799932.43
2024-07-31,8273.4,0.0,0,0.0,0.0,4436.49,4042.4,661.87,2500,North,3836.91,7204.27,-3367.36,-3367.36,-3367.36,-803299.79
2024-08-01,7664.59,0.0,0,0.0,0.0,3948.28,4042.6,613.17,2500,North,3716.32,7155.77,-3439.45,-3439.45,-3439.45,-806739.24
2024-08-02,7716.49,0.0,0,0.0,0.0,4170.1,4042.8,617.32,2500,North,3546.39,7160.12,-3613.73,-3613.73,-3613.73,-810352.97
2024-08-03,8491.12,0.0,0,0.0,0.0,4486.22,4043.0,679.29,2500,North,4004.91,7222.29,-3217.38,-3217.38,-3217.38,-813570.35
2024-08-04,8686.89,0.0,0,0.0,0.0,4573.19,4043.2,694.95,2500,North,4113.7,7238.15,-3124.46,-3124.46,-3124.46,-816694.81
2024-08-05,8147.94,0.0,0,0.0,0.0,4101.66,4043.4,651.84,2500,North,4046.29,7195.24,-3148.95,-3148.95,-3148.95,-819843.76
2024-08-06,7619.98,0.0,0,0.0,0.0,4145.71,4043.6,609.6,2500,North,3474.27,7153.2,-3678.93,-3678.93,-3678.93,-823522.68
2024-08-07,9310.9,0.0,0,0.0,0.0,5104.69,4043.8,744.87,2500,North,4206.21,7288.67,-3082.46,-3082.46,-3082.46,-826605.14
2024-08-08,8056.86,0.0,0,0.0,0.0,4295.87,4044.0,644.55,2500,North,3760.99,7188.55,-3427.56,-3427.56,-3427.56,-830032.7
2024-08-09,8515.12,0.0,0,0.0,0.0,4589.32,4044.2,681.21,2500,North,3925.8,7225.41,-3299.61,-3299.61,-3299.61,-833332.31
2024-08-10,8750.79,0.0,0,0.0,0.0,4671.47,4044.4,700.06,2500,North,4079.32,7244.46,-3165.14,-3165.14,-3165.14,-836497.45
2024-08-11,7521.19,0.0,0,0.0,0.0,3776.28,4044.6,601.7,2500,North,3744.92,7146.3,-3401.38,-3401.38,-3401.38,-839898.83
2024-08-12,8491.02,0.0,0,0.0,0.0,4555.7,4044.8,679.28,2500,North,3935.32,7224.08,-3288.76,-3288.76,-3288.76,-843187.59
2024-08-13,8436.56,0.0,0,0.0,0.0,4290.77,4045.0,674.92,2500,North,4145.79,7219.92,-3074.14,-3074.14,-3074.14,-846261.73
2024-08-14,8310.88,0.0,0,0.0,0.0,4226.5,4045.2,664.87,2500,North,4084.39,7210.07,-3125.68,-3125.68,-3125.68,-849387.41
2024-08-15,7812.51,0.0,0,0.0,0.0,3951.45,4045.4,625.0,2500,North,3861.06,7170.4,-3309.34,-3309.34,-3309.34,-852696.75
2024-08-16,9337.33,0.0,0,0.0,0.0,4668.87,4045.6,746.99,2500,North,4668.46,7292.59,-2624.12,-2624.12,-2624.12,-855320.87
2024-08-17,8030.89,0.0,0,0.0,0.0,4174.18,4045.8,642.47,2500,North,3856.71,7188.27,-3331.56,-3331.56,-3331.56,-858652.43
2024-08-18,7603.09,0.0,0,0.0,0.0,3910.04,4046.0,608.25,2500,North,3693.05,7154.25,-3461.2,-3461.2,-3461.2,-862113.64
2024-08-19,8467.43,0.0,0,0.0,0.0,4447.08,4046.2,677.39,2500,North,4020.35,7223.59,-3203.24,-3203.24,-3203.24,-865316.88
2024-08-20,7219.22,0.0,0,0.0,0.0,3700.25,4046.4,577.54,2500,North,3518.97,7123.94,-3604.97,-3604.97,-3604.97,-868921.85
2024-08-21,8598.72,0.0,0,0.0,0.0,4494.18,4046.6,687.9,2500,North,4104.53,7234.5,-3129.96,-3129.96,-3129.96,-872051.81
2024-08-22,8040.3,0.0,0,0.0,0.0,4187.2,4046.8,643.22,2500,North,3853.1,7190.02,-3336.92,-3336.92,-3336.92,-875388.73
2024-08-23,7271.39,0.0,0,0.0,0.0,3818.84,4047.0,581.71,2500,North,3452.55,7128.71,-3676.16,-3676.16,-3676.16,-879064.89
2024-08-24,8612.88,0.0,0,0.0,0.0,4316.63,4047.2,689.03,2500,North,4296.25,7236.23,-2939.98,-2939.98,-2939.98,-882004.87
2024-08-25,7641.41,0.0,0,0.0,0.0,4126.19,4047.4,611.31,2500,North,3515.22,7158.71,-3643.49,-3643.49,-3643.49,-885648.36
2024-08-26,8700.88,0.0,0,0.0,0.0,4750.31,4047.6,696.07,2500,North,3950.57,7243.67,-3293.1,-3293.1,-3293.1,-888941.46
2024-08-27,7576.9,0.0,0,0.0,0.0,3894.38,4047.8,606.15,2500,North,3682.52,7153.95,-3471.43,-3471.43,-3471.43,-892412.89
2024-08-28,8518.04,0.0,0,0.0,0.0,4479.98,4048.0,681.44,2500,North,4038.06,7229.44,-3191.38,-3191.38,-3191.38,-895604.28
2024-08-29,8426.9,0.0,0,0.0,0.0,4244.84,4048.2,674.15,2500,North,4182.06,7222.35,-3040.29,-3040.29,-3040.29,-898644.57
2024-08-30,8672.44,0.0,0,0.0,0.0,4503.55,4048.4,693.8,2500,North,4168.89,7242.2,-3073.31,-3073.31,-3073.31,-901717.88
2024-08-31,8263.98,0.0,0,0.0,0.0,4481.01,4048.6,661.12,2500,North,3782.97,7209.72,-3426.75,-3426.75,-3426.75,-905144.62
2024-09-01,8257.13,0.0,0,0.0,0.0,4363.8,4048.8,660.57,2500,North,3893.32,7209.37,-3316.05,-3316.05,-3316.05,-908460.67
2024-09-02,8760.65,0.0,0,0.0,0.0,4549.16,4049.0,700.85,2500,North,4211.49,7249.85,-3038.36,-3038.36,-3038.36,-911499.03
2024-09-03,9062.25,0.0,0,0.0,0.0,4615.19,4049.2,724.98,2500,North,4447.06,7274.18,-2827.12,-2827.12,-2827.12,-914326.15
2024-09-04,9204.17,0.0,0,0.0,0.0,4702.36,4049.4,736.33,2500,North,4501.81,7285.73,-2783.92,-2783.92,-2783.92,-917110.07
2024-09-05,8606.53,0.0,0,0.0,0.0,4331.67,4049.6,688.52,2500,North,4274.86,7238.12,-2963.26,-2963.26,-2963.26,-920073.34
2024-09-06,8665.99,0.0,0,0.0,0.0,4577.21,4049.8,693.28,2500,North,4088.77,7243.08,-3154.31,-3154.31,-3154.31,-923227.64
2024-09-07,8482.02,0.0,0,0.0,0.0,4501.01,4050.0,678.56,2500,North,3981.01,7228.56,-3247.55,-3247.55,-3247.55,-926475.19
2024-09-08,9187.0,0.0,0,0.0,0.0,4805.75,4050.2,734.96,2500,North,4381.26,7285.16,-2903.9,-2903.9,-2903.9,-929379.1
2024-09-09,7670.87,0.0,0,0.0,0.0,4207.84,4050.4,613.67,2500,North,3463.03,7164.07,-3701.04,-3701.04,-3701.04,-933080.14
2024-09-10,8542.49,0.0,0,0.0,0.0,4332.96,4050.6,683.4,2500,North,4209.53,7234.0,-3024.47,-3024.47,-3024.47,-936104.61
2024-09-11,7986.92,0.0,0,0.0,0.0,4315.61,4050.8,638.95,2500,North,3671.31,7189.75,-3518.44,-3518.44,-3518.44,-939623.05
2024-09-12,8825.83,0.0,0,0.0,0.0,4687.5,4051.0,706.07,2500,North,4138.33,7257.07,-3118.73,-3118.73,-3118.73,-942741.78
2024-09-13,9427.14,0.0,0,0.0,0.0,4786.35,4051.2,754.17,2500,North,4640.79,7305.37,-2664.58,-2664.58,-2664.58,-945406.36
2024-09-14,8350.02,0.0,0,0.0,0.0,4341.1,4051.4,668.0,2500,North,4008.92,7219.4,-3210.48,-3210.48,-3210.48,-948616.84
2024-09-15,8963.95,0.0,0,0.0,0.0,4916.34,4051.6,717.12,2500,North,4047.61,7268.72,-3221.11,-3221.11,-3221.11,-951837.94
2024-09-16,8864.92,0.0,0,0.0,0.0,4539.97,4051.8,709.19,2500,North,4324.95,7260.99,-2936.05,-2936.05,-2936.05,-954773.99
2024-09-17,8485.52,0.0,0,0.0,0.0,4452.12,4052.0,678.84,2500,North,4033.4,7230.84,-3197.44,-3197.44,-3197.44,-957971.44
2024-09-18,7608.54,0.0,0,0.0,0.0,4088.07,4052.2,608.68,2500,North,3520.47,7160.88,-3640.41,-3640.41,-3640.41,-961611.85
2024-09-19,8524.76,0.0,0,0.0,0.0,4350.03,4052.4,681.98,2500,North,4174.73,7234.38,-3059.65,-3059.65,-3059.65,-964671.5
2024-09-20,8073.49,0.0,0,0.0,0.0,4091.29,4052.6,645.88,2500,North,3982.2,7198.48,-3216.28,-3216.28,-3216.28,-967887.77
2024-09-21,7851.68,0.0,0,0.0,0.0,4310.87,4052.8,628.13,2500,North,3540.81,7180.93,-3640.13,-3640.13,-3640.13,-971527.9
2024-09-22,8377.92,0.0,0,0.0,0.0,4240.06,4053.0,670.23,2500,North,4137.86,7223.23,-3085.38,-3085.38,-3085.38,-974613.28
2024-09-23,8516.88,0.0,0,0.0,0.0,4430.33,4053.2,681.35,2500,North,4086.55,7234.55,-3148.0,-3148.0,-3148.0,-977761.28
2024-09-24,9764.55,0.0,0,0.0,0.0,4925.68,4053.4,781.16,2500,North,4838.87,7334.56,-2495.69,-2495.69,-2495.69,-980256.97
2024-09-25,9714.73,0.0,0,0.0,0.0,5038.55,4053.6,777.18,2500,North,4676.18,7330.78,-2654.6,-2654.6,-2654.6,-982911.57
2024-09-26,8280.57,0.0,0,0.0,0.0,4338.53,4053.8,662.45,2500,North,3942.04,7216.25,-3274.21,-3274.21,-3274.21,-986185.78
2024-09-27,8936.44,0.0,0,0.0,0.0,4881.62,4054.0,714.92,2500,North,4054.82,7268.92,-3214.09,-3214.09,-3214.09,-989399.87
2024-09-28,8679.49,0.0,0,0.0,0.0,4633.48,4054.2,694.36,2500,North,4046.01,7248.56,-3202.55,-3202.55,-3202.55,-992602.42
2024-09-29,9532.43,0.0,0,0.0,0.0,5066.71,4054.4,762.59,2500,North,4465.72,7316.99,-2851.27,-2851.27,-2851.27,-995453.7
2024-09-30,8000.98,0.0,0,0.0,0.0,4228.53,4054.6,640.08,2500,North,3772.45,7194.68,-3422.23,-3422.23,-3422.23,-998875.92
2024-10-01,8994.63,0.0,500,0.0,0.0,4899.71,4054.8,719.57,2500,North,4094.92,7274.37,-3179.45,-3179.45,-3679.45,-1002555.37
2024-10-02,8824.6,0.0,0,0.0,0.0,4435.59,4055.0,705.97,2500,North,4389.01,7260.97,-2871.96,-2871.96,-2871.96,-1005427.33
2024-10-03,9005.69,0.0,0,0.0,0.0,4535.35,4055.2,720.46,2500,North,4470.34,7275.66,-2805.32,-2805.32,-2805.32,-1008232.65
2024-10-04,9265.86,0.0,0,0.0,0.0,4689.6,4055.4,741.27,2500,North,4576.25,7296.67,-2720.41,-2720.41,-2720.41,-1010953.06
2024-10-05,9432.39,0.0,0,0.0,0.0,4865.33,4055.6,754.59,2500,North,4567.06,7310.19,-2743.13,-2743.13,-2743.13,-1013696.19
2024-10-06,8039.26,0.0,500,0.0,0.0,4255.95,4055.8,643.14,2500,North,3783.32,7198.94,-3415.63,-3415.63,-3915.63,-1017611.82
2024-10-07,8682.01,0.0,0,0.0,0.0,4548.5,4056.0,694.56,2500,North,4133.51,7250.56,-3117.05,-3117.05,-3117.05,-1020728.87
2024-10-08,8579.42,0.0,0,0.0,0.0,4472.96,4056.2,686.35,2500,North,4106.45,7242.55,-3136.1,-3136.1,-3136.1,-1023864.97
2024-10-09,8858.8,0.0,0,0.0,0.0,4763.27,4056.4,708.7,2500,North,4095.53,7265.1,-3169.57,-3169.57,-3169.57,-1027034.54
2024-10-10,8437.86,0.0,0,0.0,0.0,4331.41,4056.6,675.03,2500,North,4106.45,7231.63,-3125.18,-3125.18,-3125.18,-1030159.72
2024-10-11,8679.5,0.0,0,0.0,0.0,4437.36,4056.8,694.36,2500,North,4242.14,7251.16,-3009.02,-3009.02,-3009.02,-1033168.74
2024-10-12,9338.24,0.0,0,0.0,0.0,4762.98,4057.0,747.06,2500,North,4575.25,7304.06,-2728.8,-2728.8,-2728.8,-1035897.54
2024-10-13,8920.23,0.0,0,0.0,0.0,4477.31,4057.2,713.62,2500,North,4442.91,7270.82,-2827.9,-2827.9,-2827.9,-1038725.45
2024-10-14,9368.07,0.0,0,0.0,0.0,4913.41,4057.4,749.45,2500,North,4454.65,7306.85,-2852.19,-2852.19,-2852.19,-1041577.64
2024-10-15,8453.41,0.0,0,0.0,0.0,4481.04,4057.6,676.27,2500,North,3972.38,7233.87,-3261.5,-3261.5,-3261.5,-1044839.14
2024-10-16,9572.09,0.0,0,0.0,0.0,4796.4,4057.8,765.77,2500,North,4775.68,7323.57,-2547.88,-2547.88,-2547.88,-1047387.02
2024-10-17,8166.12,0.0,0,0.0,0.0,4182.85,4058.0,653.29,2500,North,3983.27,7211.29,-3228.02,-3228.02,-3228.02,-1050615.04
2024-10-18,8970.28,0.0,0,0.0,0.0,4925.17,4058.2,717.62,2500,North,4045.11,7275.82,-3230.72,-3230.72,-3230.72,-1053845.75
2024-10-19,9451.67,0.0,0,0.0,0.0,4838.88,4058.4,756.13,2500,North,4612.78,7314.53,-2701.75,-2701.75,-2701.75,-1056547.51
2024-10-20,8662.72,0.0,0,0.0,0.0,4642.36,4058.6,693.02,2500,North,4020.36,7251.62,-3231.25,-3231.25,-3231.25,-1059778.76
2024-10-21,8314.63,0.0,0,0.0,0.0,4522.33,4058.8,665.17,2500,North,3792.3,7223.97,-3431.67,-3431.67,-3431.67,-1063210.43
2024-10-22,9729.11,0.0,0,0.0,0.0,5095.66,4059.0,778.33,2500,North,4633.44,7337.33,-2703.89,-2703.89,-2703.89,-1065914.31
2024-10-23,8936.65,0.0,0,0.0,0.0,4649.68,4059.2,714.93,2500,North,4286.97,7274.13,-2987.16,-2987.16,-2987.16,-1068901.47
2024-10-24,8899.8,0.0,0,0.0,0.0,4629.06,4059.4,711.98,2500,North,4270.73,7271.38,-3000.65,-3000.65,-3000.65,-1071902.12
2024-10-25,9483.9,0.0,0,0.0,0.0,4843.1,4059.6,758.71,2500,North,4640.8,7318.31,-2677.52,-2677.52,-2677.52,-1074579.64
2024-10-26,9508.26,0.0,0,0.0,0.0,5091.9,4059.8,760.66,2500,North,4416.36,7320.46,-2904.1,-2904.1,-2904.1,-1077483.74
2024-10-27,9334.84,500000.0,0,0.0,0.0,5080.64,4060.0,746.79,2500,North,4254.2,7306.79,-3052.58,-3052.58,496947.42,-580536.32
2024-10-28,9721.12,0.0,450000,0.0,82.19,5273.63,4060.2,777.69,2500,West (New),4447.49,7337.89,-2890.4,-2972.59,-452890.4,-1033426.72
2024-10-29,8746.13,0.0,0,0.0,82.19,4512.4,4060.4,699.69,2500,North,4233.73,7260.09,-3026.36,-3108.56,-3026.36,-1036453.09
2024-10-30,9529.77,0.0,0,0.0,82.19,5116.24,4060.6,762.38,2500,West (New),4413.53,7322.98,-2909.46,-2991.65,-2909.46,-1039362.54
2024-10-31,11421.93,0.0,0,0.0,82.19,5926.16,4060.8,913.75,2500,North,5495.77,7474.55,-1978.78,-2060.97,-1978.78,-1041341.33
2024-11-01,9258.11,0.0,0,12000.0,82.19,5036.69,4061.0,740.65,2500,North,4221.42,7301.65,-3080.23,-3162.42,-15080.23,-1056421.55
2024-11-02,10154.42,0.0,0,0.0,82.19,5452.27,4061.2,812.35,2500,North,4702.14,7373.55,-2671.41,-2753.6,-2671.41,-1059092.96
2024-11-03,10830.56,0.0,0,0.0,82.19,5604.4,4061.4,866.45,2500,West (New),5226.17,7427.85,-2201.68,-2283.87,-2201.68,-1061294.64
2024-11-04,10663.41,0.0,0,0.0,82.19,5846.18,4061.6,853.07,2500,North,4817.22,7414.67,-2597.45,-2679.64,-2597.45,-1063892.09
2024-11-05,9233.02,0.0,0,0.0,82.19,5034.01,4061.8,738.64,2500,North,4199.0,7300.44,-3101.44,-3183.63,-3101.44,-1066993.53
2024-11-06,10291.99,0.0,0,0.0,82.19,5633.17,4062.0,823.36,2500,North,4658.82,7385.36,-2726.54,-2808.73,-2726.54,-1069720.06
2024-11-07,9830.34,0.0,0,0.0,82.19,5103.59,4062.2,786.43,2500,West (New),4726.75,7348.63,-2621.87,-2704.06,-2621.87,-1072341.94
2024-11-08,9820.43,0.0,0,0.0,82.19,5069.7,4062.4,785.63,2500,North,4750.73,7348.03,-2597.3,-2679.5,-2597.3,-1074939.24
2024-11-09,9334.8,0.0,0,0.0,82.19,5112.9,4062.6,746.78,2500,West (New),4221.89,7309.38,-3087.49,-3169.68,-3087.49,-1078026.73
2024-11-10,9309.51,0.0,0,0.0,82.19,4906.1,4062.8,744.76,2500,North,4403.42,7307.56,-2904.14,-2986.34,-2904.14,-1080930.88
2024-11-11,10362.86,0.0,0,0.0,82.19,5654.87,4063.0,829.03,2500,West (New),4707.99,7392.03,-2684.04,-2766.23,-2684.04,-1083614.92
2024-11-12,10757.65,0.0,0,0.0,82.19,5399.56,4063.2,860.61,2500,North,5358.09,7423.81,-2065.72,-2147.91,-2065.72,-1085680.64
2024-11-13,10123.9,0.0,0,0.0,82.19,5397.94,4063.4,809.91,2500,North,4725.96,7373.31,-2647.35,-2729.54,-2647.35,-1088327.99
2024-11-14,10290.84,0.0,0,0.0,82.19,5468.28,4063.6,823.27,2500,West (New),4822.56,7386.87,-2564.3,-2646.49,-2564.3,-1090892.29
2024-11-15,10077.5,0.0,0,0.0,82.19,5337.93,4063.8,806.2,2500,North,4739.56,7370.0,-2630.44,-2712.63,-2630.44,-1093522.73
2024-11-16,10946.6,0.0,0,0.0,82.19,5500.96,4064.0,875.73,2500,West (New),5445.63,7439.73,-1994.09,-2076.28,-1994.09,-1095516.82
2024-11-17,11622.71,0.0,0,0.0,82.19,6086.24,4064.2,929.82,2500,West (New),5536.47,7494.02,-1957.55,-2039.74,-1957.55,-1097474.37
2024-11-18,10029.0,0.0,0,0.0,82.19,5088.52,4064.4,802.32,2500,West (New),4940.48,7366.72,-2426.24,-2508.44,-2426.24,-1099900.61
2024-11-19,9231.11,0.0,0,0.0,82.19,5047.92,4064.6,738.49,2500,North,4183.19,7303.09,-3119.9,-3202.09,-3119.9,-1103020.51
2024-11-20,9669.87,0.0,0,0.0,82.19,4855.7,4064.8,773.59,2500,West (New),4814.17,7338.39,-2524.22,-2606.41,-2524.22,-1105544.73
2024-11-21,9239.21,0.0,0,0.0,82.19,4713.26,4065.0,739.14,2500,West (New),4525.96,7304.14,-2778.18,-2860.37,-2778.18,-1108322.91
2024-11-22,10333.21,0.0,0,0.0,82.19,5342.7,4065.2,826.66,2500,West (New),4990.51,7391.86,-2401.34,-2483.53,-2401.34,-1110724.25
2024-11-23,8938.07,0.0,0,0.0,82.19,4714.55,4065.4,715.05,2500,North,4223.52,7280.45,-3056.92,-3139.11,-3056.92,-1113781.18
2024-11-24,10370.12,0.0,0,0.0,82.19,5452.62,4065.6,829.61,2500,North,4917.5,7395.21,-2477.71,-2559.9,-2477.71,-1116258.89
2024-11-25,9993.52,0.0,0,0.0,82.19,5495.96,4065.8,799.48,2500,North,4497.56,7365.28,-2867.72,-2949.92,-2867.72,-1119126.61
2024-11-26,10346.96,0.0,0,0.0,82.19,5567.63,4066.0,827.76,2500,North,4779.33,7393.76,-2614.43,-2696.62,-2614.43,-1121741.04
2024-11-27,10848.83,0.0,0,0.0,82.19,5940.92,4066.2,867.91,2500,North,4907.9,7434.11,-2526.2,-2608.39,-2526.2,-1124267.24
2024-11-28,11525.14,0.0,0,0.0,82.19,6038.05,4066.4,922.01,2500,West (New),5487.08,7488.41,-2001.33,-2083.52,-2001.33,-1126268.57
2024-11-29,10769.43,0.0,0,0.0,82.19,5886.42,4066.6,861.55,2500,North,4883.01,7428.15,-2545.15,-2627.34,-2545.15,-1128813.72
2024-11-30,10271.64,0.0,0,0.0,82.19,5190.36,4066.8,821.73,2500,North,5081.28,7388.53,-2307.25,-2389.45,-2307.25,-1131120.97
2024-12-01,10335.21,0.0,0,12000.0,82.19,5257.17,4067.0,826.82,2500,West (New),5078.04,7393.82,-2315.78,-2397.97,-14315.78,-1145436.75
2024-12-02,8624.06,0.0,0,0.0,82.19,4496.18,4067.2,689.92,2500,North,4127.88,7257.12,-3129.25,-3211.44,-3129.25,-1148566.0
2024-12-03,9420.46,0.0,0,0.0,82.19,4901.43,4067.4,753.64,2500,North,4519.03,7321.04,-2802.01,-2884.2,-2802.01,-1151368.0
2024-12-04,10993.52,0.0,0,0.0,82.19,5766.88,4067.6,879.48,2500,North,5226.65,7447.08,-2220.43,-2302.63,-2220.43,-1153588.44
2024-12-05,10708.86,0.0,0,0.0,82.19,5676.27,4067.8,856.71,2500,West (New),5032.59,7424.51,-2391.92,-2474.11,-2391.92,-1155980.36
2024-12-06,9748.37,0.0,0,0.0,82.19,5094.09,4068.0,779.87,2500,North,4654.28,7347.87,-2693.59,-2775.79,-2693.59,-1158673.95
2024-12-07,10066.93,0.0,0,0.0,82.19,5219.45,4068.2,805.35,2500,North,4847.48,7373.55,-2526.07,-2608.26,-2526.07,-1161200.02
2024-12-08,10458.23,0.0,0,0.0,82.19,5405.36,4068.4,836.66,2500,North,5052.87,7405.06,-2352.19,-2434.38,-2352.19,-1163552.21
2024-12-09,11769.04,0.0,0,0.0,82.19,6343.7,4068.6,941.52,2500,West (New),5425.34,7510.12,-2084.78,-2166.97,-2084.78,-1165636.99
2024-12-10,10008.84,0.0,0,0.0,82.19,5372.46,4068.8,800.71,2500,North,4636.38,7369.51,-2733.13,-2815.32,-2733.13,-1168370.12
2024-12-11,10484.25,0.0,0,0.0,82.19,5410.93,4069.0,838.74,2500,West (New),5073.32,7407.74,-2334.42,-2416.61,-2334.42,-1170704.54
2024-12-12,10046.74,0.0,0,0.0,82.19,5299.54,4069.2,803.74,2500,West (New),4747.2,7372.94,-2625.74,-2707.93,-2625.74,-1173330.28
2024-12-13,9799.66,0.0,0,0.0,82.19,5386.65,4069.4,783.97,2500,North,4413.02,7353.37,-2940.36,-3022.55,-2940.36,-1176270.63
