Date,Revenue,COGS,Salaries,Marketing,Rent,Utilities,CapEx,Loan_Payment,Product_Line,Department_Expense_Type,Gross_Profit,Total_OpEx,Operating_Income,Daily_Cash_Flow,Cumulative_Cash_Flow
15-07-2024,9066.52,4053.97,2519.6,738.72,1500,275.52,0,0,Services,Sales,5012.54,5033.84,-21.3,-21.3,-76593.72
16-07-2024,9039.81,3780.33,2519.7,813.43,1500,273.86,0,0,Software,Sales,5259.48,5106.99,152.49,152.49,-76441.24
17-07-2024,9284.16,4156.21,2519.8,941.52,1500,272.2,0,0,Software,R&D,5127.95,5233.52,-105.56,-105.56,-76546.8
18-07-2024,9380.33,4009.23,2519.9,1043.13,1500,270.55,0,0,Software,R&D,5371.1,5333.59,37.51,37.51,-76509.29
19-07-2024,9125.36,3958.3,2520,1045.27,1500,268.91,0,0,Hardware,Admin,5167.06,5334.19,-167.12,-167.12,-76676.42
20-07-2024,9311.19,4120.58,2520.1,1030.56,1500,267.28,0,0,Software,Marketing,5190.61,5317.95,-127.33,-127.33,-76803.75
21-07-2024,8900.55,3897.46,2520.2,854.52,1500,265.66,0,0,Software,R&D,5003.09,5140.38,-137.29,-137.29,-76941.04
22-07-2024,9160.69,3927.49,2520.3,930.74,1500,264.05,0,0,Software,Sales,5233.19,5215.09,18.1,18.1,-76922.94
23-07-2024,9036.97,4035.81,2520.4,812.04,1500,262.45,0,0,Software,R&D,5001.16,5094.9,-93.74,-93.74,-77016.68
24-07-2024,9004.03,4035.28,2520.5,1008,1500,260.86,0,0,Software,Sales,4968.75,5289.36,-320.61,-320.61,-77337.29
25-07-2024,9337.67,4191.83,2520.6,852.17,1500,259.29,0,0,Software,Marketing,5145.84,5132.06,13.78,13.78,-77323.51
26-07-2024,9170.48,3807.48,2520.7,977.25,1500,257.72,0,0,Software,Admin,5363.01,5255.67,107.34,107.34,-77216.17
27-07-2024,9466.89,3787.9,2520.8,869.39,1500,256.17,0,0,Software,Sales,5678.99,5146.36,532.63,532.63,-76683.54
28-07-2024,9208.44,4077.91,2520.9,1024.05,1500,254.63,0,0,Hardware,Sales,5130.53,5299.58,-169.05,-169.05,-76852.59
29-07-2024,9512.63,4210.42,2521,859.58,1500,253.1,0,0,Software,R&D,5302.21,5133.68,168.53,168.53,-76684.06
30-07-2024,8600.67,3473.53,2521.1,1014.83,1500,251.59,0,0,Services,Sales,5127.14,5287.52,-160.39,-160.39,-76844.45
31-07-2024,8449.35,3458.74,2521.2,852.66,1500,250.09,0,0,Hardware,R&D,4990.61,5123.95,-133.34,-133.34,-76977.79
01-08-2024,8938.41,3819.02,2521.3,946.71,1500,248.61,0,2000,Hardware,Sales,5119.39,5216.62,-97.23,-2097.23,-79075.02
02-08-2024,9315.23,3886.23,2521.4,944.62,1500,247.14,0,0,Consulting,Marketing,5428.99,5213.16,215.83,215.83,-78859.19
03-08-2024,9605.26,4296.13,2521.5,1051.53,1500,245.69,0,0,Hardware,Marketing,5309.13,5318.72,-9.59,-9.59,-78868.78
04-08-2024,8962.92,3849.47,2521.6,904.91,1500,244.25,0,0,Software,Sales,5113.45,5170.76,-57.31,-57.31,-78926.09
05-08-2024,8911.45,3740.61,2521.7,881.15,1500,242.83,0,0,Hardware,Sales,5170.84,5145.69,25.15,25.15,-78900.93
06-08-2024,9016.71,4043.74,2521.8,1014,1500,241.43,0,0,Software,Marketing,4972.98,5277.23,-304.26,-304.26,-79205.19
07-08-2024,8282.1,3678.06,2521.9,815.25,1500,240.04,0,0,Hardware,Sales,4604.04,5077.19,-473.15,-473.15,-79678.34
08-08-2024,9109.93,3938.24,2522,759.86,1500,238.68,0,0,Consulting,R&D,5171.69,5020.54,151.15,151.15,-79527.19
09-08-2024,10115.35,4277.96,2522.1,1072.87,1500,237.33,0,0,Hardware,Sales,5837.4,5332.3,505.1,505.1,-79022.1
10-08-2024,9363.86,4119.04,2522.2,850.79,1500,236,0,0,Hardware,Sales,5244.82,5108.98,135.84,135.84,-78886.25
11-08-2024,8960.95,3812.95,2522.3,806.96,1500,234.68,0,0,Services,Sales,5148,5063.95,84.05,84.05,-78802.2
12-08-2024,8782.44,3872.74,2522.4,1050.76,1500,233.39,0,0,Hardware,Marketing,4909.71,5306.56,-396.85,-396.85,-79199.05
13-08-2024,8583.31,3804.86,2522.5,824.71,1500,232.12,0,0,Hardware,Sales,4778.45,5079.33,-300.88,-300.88,-79499.93
14-08-2024,8600.84,3653.33,2522.6,1015.83,1500,230.86,0,0,Hardware,Marketing,4947.51,5269.3,-321.79,-321.79,-79821.72
15-08-2024,9632.95,3933.09,2522.7,918.82,1500,229.63,0,0,Services,Admin,5699.86,5171.15,528.71,528.71,-79293.01
16-08-2024,9148.52,3869.22,2522.8,1035.39,1500,228.42,0,0,Hardware,Marketing,5279.3,5286.61,-7.31,-7.31,-79300.31
17-08-2024,10053.27,4468.86,2522.9,970.39,1500,227.23,0,0,Software,Sales,5584.4,5220.52,363.88,363.88,-78936.43
18-08-2024,8340.2,3342.01,2523,771.82,1500,226.06,0,0,Software,Admin,4998.19,5020.88,-22.69,-22.69,-78959.12
19-08-2024,8544.64,3492.34,2523.1,895.23,1500,224.91,0,0,Services,Marketing,5052.3,5143.24,-90.94,-90.94,-79050.07
20-08-2024,8690.12,3759.87,2523.2,1031.13,1500,223.79,0,0,Software,Sales,4930.26,5278.12,-347.86,-347.86,-79397.93
21-08-2024,8646.55,3511.32,2523.3,982.08,1500,222.69,0,0,Services,R&D,5135.23,5228.07,-92.84,-92.84,-79490.76
22-08-2024,7841.83,3294.65,2523.4,745.93,1500,221.61,0,0,Software,Sales,4547.18,4990.93,-443.76,-443.76,-79934.52
23-08-2024,8723.32,3744.04,2523.5,700.39,1500,220.55,0,0,Services,Sales,4979.28,4944.44,34.85,34.85,-79899.68
24-08-2024,8363.27,3751.04,2523.6,911.05,1500,219.52,0,0,Hardware,Marketing,4612.23,5154.17,-541.95,-541.95,-80441.62
25-08-2024,9118.32,3898.57,2523.7,978.15,1500,218.51,0,0,Hardware,Sales,5219.74,5220.36,-0.61,-0.61,-80442.23
26-08-2024,8473.73,3499.47,2523.8,888.68,1500,217.52,0,0,Software,Sales,4974.26,5130,-155.74,-155.74,-80597.97
27-08-2024,8752.58,3841.95,2523.9,748.13,1500,216.56,0,0,Hardware,R&D,4910.63,4988.59,-77.96,-77.96,-80675.93
28-08-2024,7844.88,3185.61,2524,826.42,1500,215.63,0,0,Services,Admin,4659.27,5066.05,-406.78,-406.78,-81082.71
29-08-2024,8165.23,3652.87,2524.1,657.14,1500,214.72,0,0,Consulting,Sales,4512.36,4895.96,-383.6,-383.6,-81466.31
30-08-2024,8806.82,3574.55,2524.2,719.4,1500,213.83,0,0,Consulting,Marketing,5232.27,4957.43,274.84,274.84,-81191.47
31-08-2024,8427.06,3403.29,2524.3,812.17,1500,212.97,0,0,Services,Marketing,5023.77,5049.44,-25.67,-25.67,-81217.14
01-09-2024,9003.4,3721.93,2524.4,814.64,1500,212.14,0,2000,Software,Sales,5281.46,5051.18,230.28,-1769.72,-82986.86
02-09-2024,8707.88,3594.43,2524.5,1029.83,1500,211.33,0,0,Services,Sales,5113.46,5265.65,-152.2,-152.2,-83139.06
03-09-2024,8043.13,3365.71,2524.6,875.24,1500,210.55,0,0,Software,Sales,4677.43,5110.39,-432.96,-432.96,-83572.02
04-09-2024,7841.63,3302.6,2524.7,836.66,1500,209.79,0,0,Software,Marketing,4539.03,5071.15,-532.12,-532.12,-84104.14
05-09-2024,8476.96,3787.37,2524.8,961.73,1500,209.06,0,0,Software,Sales,4689.59,5195.6,-506,-506,-84610.14
06-09-2024,7988.97,3207.86,2524.9,670.45,1500,208.36,0,0,Software,Admin,4781.11,4903.71,-122.6,-122.6,-84732.74
07-09-2024,8842.44,3600.91,2525,733.64,1500,207.68,0,0,Services,Marketing,5241.53,4966.32,275.21,275.21,-84457.53
08-09-2024,9124.05,3928.5,2525.1,918.13,1500,207.04,0,0,Hardware,Marketing,5195.55,5150.27,45.28,45.28,-84412.25
09-09-2024,7834.36,3522.56,2525.2,689.01,1500,206.42,0,0,Hardware,R&D,4311.8,4920.63,-608.83,-608.83,-85021.08
10-09-2024,9104.13,3916.31,2525.3,775.57,1500,205.82,0,0,Hardware,R&D,5187.82,5006.7,181.12,181.12,-84839.96
11-09-2024,8585.84,3724.06,2525.4,736.79,1500,205.26,0,0,Software,Marketing,4861.77,4967.44,-105.67,-105.67,-84945.63
12-09-2024,7695.04,3318.11,2525.5,814.89,1500,204.72,0,0,Hardware,Sales,4376.93,5045.12,-668.19,-668.19,-85613.82
13-09-2024,8916.78,3864.53,2525.6,920.32,1500,204.21,0,0,Software,Sales,5052.24,5150.13,-97.89,-97.89,-85711.7
14-09-2024,8898.77,3839.59,2525.7,903.29,1500,203.73,0,0,Software,Marketing,5059.17,5132.73,-73.56,-73.56,-85785.26
15-09-2024,9655.64,4120.27,2525.8,1116.67,1500,203.28,0,0,Software,Sales,5535.37,5345.75,189.62,189.62,-85595.64
16-09-2024,9240.87,3922.82,2525.9,883.04,1500,202.86,0,0,Software,Marketing,5318.05,5111.8,206.25,206.25,-85389.39
17-09-2024,9606.51,4050.37,2526,811.99,1500,202.47,0,0,Hardware,Marketing,5556.14,5040.46,515.69,515.69,-84873.7
18-09-2024,7940.8,3455.64,2526.1,914.98,1500,202.1,0,0,Software,Admin,4485.16,5143.18,-658.02,-658.02,-85531.72
19-09-2024,8646.79,3469.59,2526.2,882.2,1500,201.76,0,0,Software,Marketing,5177.19,5110.16,67.03,67.03,-85464.69
20-09-2024,7831.79,3146.5,2526.3,637.08,1500,201.46,0,0,Hardware,Admin,4685.29,4864.84,-179.55,-179.55,-85644.24
21-09-2024,8738.92,3529.53,2526.4,729.15,1500,201.18,0,0,Hardware,Sales,5209.39,4956.73,252.66,252.66,-85391.58
22-09-2024,7352.19,3135.34,2526.5,780.07,1500,200.93,0,0,Consulting,Marketing,4216.85,5007.5,-790.65,-790.65,-86182.23
23-09-2024,8127.26,3357.54,2526.6,967.88,1500,200.71,0,0,Services,Sales,4769.73,5195.19,-425.46,-425.46,-86607.69
24-09-2024,9583.05,4117.84,2526.7,1042.14,1500,200.52,0,0,Consulting,Marketing,5465.21,5269.37,195.84,195.84,-86411.85
25-09-2024,8807.63,3678.55,2526.8,853.45,1500,200.36,0,0,Services,Sales,5129.09,5080.62,48.47,48.47,-86363.38
26-09-2024,8695.36,3600.9,2526.9,801.34,1500,200.23,0,0,Services,Sales,5094.46,5028.47,65.99,65.99,-86297.39
27-09-2024,9340.63,3810.89,2527,1116.1,1500,200.13,0,0,Software,Sales,5529.74,5343.23,186.51,186.51,-86110.87
28-09-2024,8158.65,3348.01,2527.1,924.85,1500,200.06,0,0,Hardware,R&D,4810.65,5152.01,-341.36,-341.36,-86452.23
29-09-2024,8178.63,3485.71,2527.2,845.52,1500,200.01,0,0,Services,Marketing,4692.92,5072.73,-379.81,-379.81,-86832.04
30-09-2024,8409.13,3643.28,2527.3,928.03,1500,200,0,0,Services,Sales,4765.85,5155.33,-389.48,-389.48,-87221.52
01-10-2024,7957.65,3365.51,2527.4,849.04,1500,200.02,0,2000,Services,Sales,4592.14,5076.46,-484.32,-2484.32,-89705.84
02-10-2024,8339.26,3590.81,2527.5,776.84,1500,200.06,0,0,Software,Sales,4748.46,5004.41,-255.95,-255.95,-89961.79
03-10-2024,8983.17,3904.48,2527.6,902.78,1500,200.14,0,0,Software,R&D,5078.69,5130.52,-51.83,-51.83,-90013.62
04-10-2024,8865.89,3983.81,2527.7,946.33,1500,200.24,0,0,Services,Sales,4882.08,5174.28,-292.2,-292.2,-90305.82
05-10-2024,7814.73,3415.83,2527.8,649.55,1500,200.38,0,0,Hardware,Sales,4398.9,4877.73,-478.83,-478.83,-90784.65
06-10-2024,8326.84,3492.29,2527.9,772.46,1500,200.54,0,0,Hardware,R&D,4834.55,5000.9,-166.35,-166.35,-90951
07-10-2024,8807.2,3782.99,2528,859.47,1500,200.74,0,0,Consulting,Admin,5024.21,5088.21,-64,-64,-91015.01
08-10-2024,8247.39,3499.7,2528.1,748.28,1500,200.96,0,0,Hardware,Marketing,4747.68,4977.34,-229.66,-229.66,-91244.66
09-10-2024,8469.27,3447.79,2528.2,811.33,1500,201.21,0,0,Software,R&D,5021.48,5040.74,-19.26,-19.26,-91263.93
10-10-2024,8806.62,3747.76,2528.3,878.26,1500,201.49,0,0,Services,Sales,5058.86,5108.05,-49.19,-49.19,-91313.12
11-10-2024,8605.32,3507.85,2528.4,938.8,1500,201.81,0,0,Services,Sales,5097.48,5169.01,-71.53,-71.53,-91384.65
12-10-2024,8477.9,3719.48,2528.5,731.83,1500,202.15,0,0,Software,Sales,4758.42,4962.48,-204.06,-204.06,-91588.71
13-10-2024,8274.81,3369.09,2528.6,720.3,1500,202.51,0,0,Services,Marketing,4905.73,4951.41,-45.69,-45.69,-91634.39
14-10-2024,8175.7,3386.67,2528.7,711.29,1500,202.91,0,0,Software,Sales,4789.03,4942.9,-153.87,-153.87,-91788.26
15-10-2024,8369.81,3381.39,2528.8,889.77,1500,203.34,0,0,Software,R&D,4988.42,5121.9,-133.49,-133.49,-91921.75
16-10-2024,9459.41,4020.98,2528.9,823.19,1500,203.79,0,0,Hardware,R&D,5438.43,5055.89,382.54,382.54,-91539.2
17-10-2024,8891.94,3783.32,2529,775.5,1500,204.28,0,0,Software,Sales,5108.62,5008.77,99.85,99.85,-91439.36
18-10-2024,8584.32,3541.09,2529.1,688.52,1500,204.79,0,0,Software,Sales,5043.23,4922.41,120.82,120.82,-91318.54
19-10-2024,8707.34,3888.09,2529.2,926.5,1500,205.33,0,0,Software,Marketing,4819.25,5161.03,-341.78,-341.78,-91660.32
20-10-2024,8948.78,3663.89,2529.3,846.43,1500,205.9,0,0,Software,Sales,5284.89,5081.63,203.26,203.26,-91457.06
21-10-2024,10069.8,4156.86,2529.4,1088.27,1500,206.49,0,0,Software,Sales,5912.94,5324.17,588.77,588.77,-90868.29
22-10-2024,9083.68,3963.56,2529.5,920.4,1500,207.12,0,0,Software,Marketing,5120.12,5157.02,-36.89,-36.89,-90905.18
23-10-2024,9304.91,3745.26,2529.6,922.37,1500,207.77,0,0,Hardware,Sales,5559.65,5159.74,399.92,399.92,-90505.26
24-10-2024,9002.3,3949.27,2529.7,727.31,1500,208.45,0,0,Hardware,Sales,5053.02,4965.45,87.57,87.57,-90417.69
25-10-2024,8408.11,3782.02,2529.8,806.65,1500,209.15,0,0,Hardware,Marketing,4626.1,5045.6,-419.5,-419.5,-90837.19
26-10-2024,9300.83,3756.95,2529.9,897.72,1500,209.88,0,0,Hardware,Sales,5543.88,5137.51,406.38,406.38,-90430.81
27-10-2024,8806.27,3839.23,2530,1049.21,1500,210.64,0,0,Software,Admin,4967.04,5289.86,-322.81,-322.81,-90753.63
28-10-2024,9371.21,4144.85,2530.1,928.67,1500,211.43,0,0,Software,Sales,5226.37,5170.19,56.17,56.17,-90697.45
29-10-2024,9296.63,3735.86,2530.2,990.07,1500,212.24,0,0,Hardware,Marketing,5560.76,5232.51,328.25,328.25,-90369.2
30-10-2024,9239.35,3897.27,2530.3,913.6,1500,213.08,0,0,Software,Sales,5342.08,5156.97,185.11,185.11,-90184.09
31-10-2024,8610.51,3729.79,2530.4,876.27,1500,213.94,0,0,Software,Admin,4880.72,5120.61,-239.88,-239.88,-90423.97
01-11-2024,10060.68,4401.53,2530.5,874.21,1500,214.83,0,2000,Services,R&D,5659.16,5119.53,539.62,-1460.38,-91884.35
02-11-2024,9559.13,4239.76,2530.6,1011.86,1500,215.74,0,0,Consulting,R&D,5319.37,5258.2,61.17,61.17,-91823.18
03-11-2024,9516.61,4068.91,2530.7,845.94,1500,216.68,0,0,Consulting,Sales,5447.7,5093.32,354.38,354.38,-91468.8
04-11-2024,9085.9,3846.83,2530.8,936.54,1500,217.65,0,0,Services,Admin,5239.07,5184.99,54.08,54.08,-91414.72
05-11-2024,9598.74,4024.92,2530.9,1124.75,1500,218.63,0,0,Hardware,Marketing,5573.82,5374.28,199.54,199.54,-91215.18
06-11-2024,8057.51,3603.35,2531,818.79,1500,219.65,0,0,Hardware,Sales,4454.16,5069.44,-615.28,-615.28,-91830.46
07-11-2024,9377.87,3880.98,2531.1,881.57,1500,220.68,0,0,Hardware,R&D,5496.89,5133.35,363.54,363.54,-91466.92
08-11-2024,10060.17,4477.06,2531.2,958.32,1500,221.74,0,0,Services,Sales,5583.11,5211.26,371.85,371.85,-91095.08
09-11-2024,9756.81,4389.75,2531.3,797.69,1500,222.82,0,0,Hardware,Sales,5367.07,5051.81,315.26,315.26,-90779.82
10-11-2024,9027.72,3905.02,2531.4,755.71,1500,223.93,0,0,Consulting,R&D,5122.71,5011.04,111.66,111.66,-90668.15
11-11-2024,9637.58,4098.34,2531.5,864.22,1500,225.06,0,0,Consulting,Sales,5539.24,5120.78,418.46,418.46,-90249.69
12-11-2024,9608.91,3902.02,2531.6,991.57,1500,226.21,0,0,Hardware,Sales,5706.89,5249.38,457.51,457.51,-89792.18
13-11-2024,9218.43,3998.51,2531.7,894.52,1500,227.38,0,0,Software,Sales,5219.92,5153.6,66.32,66.32,-89725.86
14-11-2024,9397.1,4113.94,2531.8,976.03,1500,228.57,0,0,Services,Sales,5283.15,5236.4,46.75,46.75,-89679.11
15-11-2024,10184.73,4399.73,2531.9,900.04,1500,229.79,0,0,Hardware,Admin,5784.99,5161.72,623.27,623.27,-89055.84
16-11-2024,9178.4,3791.91,2532,977.16,1500,231.02,0,0,Hardware,Sales,5386.49,5240.18,146.31,146.31,-88909.53
17-11-2024,9620.9,4294.28,2532.1,1053.49,1500,232.28,0,0,Hardware,Marketing,5326.62,5317.87,8.75,8.75,-88900.78
18-11-2024,9248.27,3739.18,2532.2,936.24,1500,233.55,0,0,Software,Sales,5509.08,5201.99,307.09,307.09,-88593.69
19-11-2024,10226.82,4550.4,2532.3,1100.06,1500,234.85,0,0,Software,R&D,5676.42,5367.21,309.22,309.22,-88284.47
20-11-2024,9726.8,4235.03,2532.4,1026.58,1500,236.16,0,0,Software,Marketing,5491.77,5295.14,196.63,196.63,-88087.84
21-11-2024,10177.72,4340.07,2532.5,1150.58,1500,237.5,0,0,Consulting,Marketing,5837.65,5420.58,417.07,417.07,-87670.77
22-11-2024,9570.46,4160.18,2532.6,805.59,1500,238.85,0,0,Services,R&D,5410.28,5077.03,333.24,333.24,-87337.53
23-11-2024,9960.14,4383.99,2532.7,1152.58,1500,240.22,0,0,Services,R&D,5576.15,5425.5,150.65,150.65,-87186.88
24-11-2024,9545.32,3925.38,2532.8,1112.22,1500,241.6,0,0,Hardware,Marketing,5619.94,5386.63,233.31,233.31,-86953.57
25-11-2024,10060.97,4328.05,2532.9,954.98,1500,243.01,0,0,Consulting,Sales,5732.91,5230.89,502.02,502.02,-86451.55
26-11-2024,9657.65,3953.17,2533,1115.39,1500,244.43,0,0,Software,Sales,5704.49,5392.82,311.67,311.67,-86139.88
27-11-2024,9310.68,3765.42,2533.1,854.5,1500,245.87,0,0,Services,R&D,5545.25,5133.47,411.79,411.79,-85728.1
28-11-2024,9651.15,4154.22,2533.2,857.11,1500,247.32,0,0,Software,R&D,5496.93,5137.63,359.29,359.29,-85368.8
29-11-2024,10438,4592.4,2533.3,1164,1500,248.79,0,0,Software,R&D,5845.6,5446.09,399.51,399.51,-84969.29
30-11-2024,9728.25,3897.32,2533.4,1103.5,1500,250.28,0,0,Hardware,Marketing,5830.92,5387.17,443.75,443.75,-84525.54
01-12-2024,9672.34,4094.53,2533.5,968.8,1500,251.78,0,2000,Hardware,R&D,5577.81,5254.08,323.72,-1676.28,-86201.81
02-12-2024,9917.26,3969.89,2533.6,1024.59,1500,253.29,0,0,Software,Admin,5947.37,5311.49,635.88,635.88,-85565.93
03-12-2024,9267.77,3751.71,2533.7,814.87,1500,254.82,0,0,Consulting,R&D,5516.06,5103.39,412.67,412.67,-85153.26
04-12-2024,9309.76,4128.68,2533.8,804.63,1500,256.36,0,0,Software,Marketing,5181.08,5094.79,86.29,86.29,-85066.97
05-12-2024,9570.4,4150.31,2533.9,947.74,1500,257.92,0,0,Software,Sales,5420.09,5239.56,180.53,180.53,-84886.44
06-12-2024,9140.97,3760.32,2534,942.87,1500,259.48,0,0,Software,R&D,5380.65,5236.36,144.29,144.29,-84742.15
07-12-2024,10763.08,4668.16,2534.1,866.57,1500,261.06,0,0,Consulting,Admin,6094.91,5161.73,933.18,933.18,-83808.96
08-12-2024,9954.2,4200.56,2534.2,992.31,1500,262.65,0,0,Hardware,Marketing,5753.64,5289.16,464.48,464.48,-83344.48
09-12-2024,9770.82,4174.01,2534.3,1144.76,1500,264.25,0,0,Software,Sales,5596.82,5443.32,153.5,153.5,-83190.98
10-12-2024,10751.98,4556.99,2534.4,1150.3,1500,265.87,0,0,Hardware,Marketing,6194.99,5450.56,744.42,744.42,-82446.56
11-12-2024,9721.28,3959.87,2534.5,834.97,1500,267.49,0,0,Services,Sales,5761.41,5136.95,624.45,624.45,-81822.1
12-12-2024,11329.2,4780.94,2534.6,1267.92,1500,269.12,0,0,Software,R&D,6548.26,5571.64,976.62,976.62,-80845.49
13-12-2024,10150.26,4439.11,2534.7,1059.78,1500,270.76,0,0,Services,Sales,5711.16,5365.24,345.92,345.92,-80499.57
14-12-2024,10814.28,4597.41,2534.8,1049.66,1500,272.41,0,0,Hardware,Admin,6216.87,5356.87,860.01,860.01,-79639.56
15-12-2024,10433.12,4387.57,2534.9,1025.29,1500,274.07,0,0,Services,Sales,6045.55,5334.25,711.3,711.3,-78928.26
16-12-2024,10103.46,4321.51,2535,842.86,1500,275.73,0,0,Services,R&D,5781.95,5153.59,628.36,628.36,-78299.9
17-12-2024,10564.89,4460.51,2535.1,1210.02,1500,277.4,0,0,Software,R&D,6104.37,5522.53,581.85,581.85,-77718.05
18-12-2024,10372.04,4293.98,2535.2,1139.24,1500,279.08,0,0,Software,R&D,6078.06,5453.53,624.53,624.53,-77093.52
19-12-2024,9794.1,4376.28,2535.3,1112.62,1500,280.77,0,0,Hardware,Marketing,5417.82,5428.69,-10.87,-10.87,-77104.39
20-12-2024,11067.79,4929.96,2535.4,1139.04,1500,282.46,0,0,Hardware,Marketing,6137.83,5456.9,680.93,680.93,-76423.46
21-12-2024,11848.89,4760.71,2535.5,1374.13,1500,284.15,0,0,Hardware,Sales,7088.19,5693.79,1394.4,1394.4,-75029.06
22-12-2024,11193.03,4896.02,2535.6,1184.85,1500,285.86,0,0,Consulting,Marketing,6297.02,5506.31,790.71,790.71,-74238.35
23-12-2024,10886.27,4577.24,2535.7,1026.29,1500,287.56,0,0,Hardware,Sales,6309.03,5349.55,959.48,959.48,-73278.87
24-12-2024,11063.46,4803.05,2535.8,935.81,1500,289.27,0,0,Software,Sales,6260.41,5260.88,999.53,999.53,-72279.34
25-12-2024,10551.07,4456.27,2535.9,1192.71,1500,290.98,0,0,Services,R&D,6094.8,5519.59,575.21,575.21,-71704.13
26-12-2024,10905.05,4834.28,2536,994.55,1500,292.7,0,0,Services,Admin,6070.77,5323.24,747.53,747.53,-70956.6
27-12-2024,10788.72,4621.29,2536.1,1234.22,1500,294.41,0,0,Services,R&D,6167.43,5564.73,602.71,602.71,-70353.9
28-12-2024,10832.98,4585.97,2536.2,1031.05,1500,296.13,0,0,Services,R&D,6247,5363.38,883.63,883.63,-69470.27
29-12-2024,11424.63,4838.08,2536.3,1328.01,1500,297.85,0,0,Hardware,Marketing,6586.55,5662.16,924.39,924.39,-68545.88
30-12-2024,11149.03,4827.62,2536.4,1324.43,1500,299.57,0,0,Services,Sales,6321.41,5660.4,661.01,661.01,-67884.87
31-12-2024,10931.69,4414.4,2536.5,1307.21,1500,301.29,0,0,Software,Admin,6517.29,5645,872.3,872.3,-67012.57
01-01-2025,10857.94,4830.32,2536.6,1245.41,1500,301.72,0,2000,Hardware,Sales,6027.62,5583.73,443.89,-1556.11,-68568.68
02-01-2025,10083.94,4155.41,2536.7,935.07,1500,303.44,0,0,Software,Marketing,5928.52,5275.21,653.31,653.31,-67915.37
03-01-2025,10599.16,4352.78,2536.8,1079.02,1500,305.16,0,0,Software,Sales,6246.38,5420.98,825.4,825.4,-67089.97
04-01-2025,11636.5,5092.48,2536.9,1204.27,1500,306.88,0,0,Software,R&D,6544.02,5548.04,995.98,995.98,-66093.99
05-01-2025,10525.67,4607.52,2537,1235.61,1500,308.59,0,0,Software,R&D,5918.15,5581.2,336.95,336.95,-65757.04
06-01-2025,11161.41,4906.59,2537.1,893.48,1500,310.3,0,0,Hardware,Admin,6254.82,5240.89,1013.94,1013.94,-64743.11
07-01-2025,10611.02,4504.91,2537.2,1030.71,1500,312.01,0,0,Software,Marketing,6106.11,5379.92,726.18,726.18,-64016.92
08-01-2025,11804.57,4906.51,2537.3,987.39,1500,313.72,0,0,Software,Sales,6898.06,5338.41,1559.66,1559.66,-62457.27
09-01-2025,11394.49,5000.17,2537.4,953.92,1500,315.42,0,0,Software,Marketing,6394.32,5306.74,1087.59,1087.59,-61369.68
10-01-2025,12279.97,4992.52,2537.5,1214.17,1500,317.12,0,0,Software,Sales,7287.44,5568.78,1718.66,1718.66,-59651.02
11-01-2025,10811.5,4600.36,2537.6,1257.52,1500,318.81,0,0,Software,Sales,6211.14,5613.93,597.21,597.21,-59053.81
12-01-2025,10949.5,4854.03,2537.7,937.94,1500,320.5,0,0,Software,Marketing,6095.46,5296.14,799.33,799.33,-58254.48
13-01-2025,11248.16,4789.87,2537.8,935.53,1500,322.18,0,0,Services,Sales,6458.29,5295.51,1162.79,1162.79,-57091.7
14-01-2025,11769.54,4852.56,2537.9,1362.72,1500,323.85,0,0,Hardware,R&D,6916.98,5724.47,1192.51,1192.51,-55899.18
15-01-2025,11122.75,4846.34,2538,1195.63,1500,325.52,0,0,Software,Sales,6276.41,5559.15,717.26,717.26,-55181.92
16-01-2025,12482.06,5410.12,2538.1,1176.55,1500,327.18,0,0,Software,Sales,7071.93,5541.82,1530.11,1530.11,-53651.81
17-01-2025,11558.23,5047.64,2538.2,1078.99,1500,328.83,0,0,Services,Marketing,6510.59,5446.02,1064.57,1064.57,-52587.23
18-01-2025,12097.67,5089.72,2538.3,1309.91,1500,330.47,0,0,Consulting,Sales,7007.95,5678.68,1329.27,1329.27,-51257.96
19-01-2025,12582.91,5083.21,2538.4,1272.58,1500,332.11,0,0,Hardware,Marketing,7499.7,5643.09,1856.61,1856.61,-49401.35
20-01-2025,11816.87,4951.96,2538.5,1072.13,1500,333.73,0,0,Software,R&D,6864.9,5444.36,1420.54,1420.54,-47980.81
21-01-2025,10507.26,4639.22,2538.6,906.73,1500,335.34,0,0,Services,Sales,5868.04,5280.68,587.36,587.36,-47393.45
22-01-2025,11147.95,4494.4,2538.7,996.95,1500,336.95,0,0,Consulting,Sales,6653.55,5372.59,1280.96,1280.96,-46112.49
23-01-2025,11975.53,5286.87,2538.8,972.7,1500,338.54,0,0,Software,R&D,6688.66,5350.04,1338.62,1338.62,-44773.87
24-01-2025,12019.37,5380.65,2538.9,1028.92,1500,340.12,0,0,Services,R&D,6638.73,5407.94,1230.79,1230.79,-43543.09
25-01-2025,11908.39,4994.11,2539,1153.09,1500,341.69,0,0,Hardware,R&D,6914.27,5533.78,1380.49,1380.49,-42162.6
26-01-2025,11831.02,5093.05,2539.1,1287.31,1500,343.25,0,0,Software,Sales,6737.98,5669.66,1068.32,1068.32,-41094.28
27-01-2025,11839.28,4993.36,2539.2,953.29,1500,344.79,0,0,Software,Marketing,6845.92,5337.29,1508.63,1508.63,-39585.65
28-01-2025,12743.01,5531.29,2539.3,1033.63,1500,346.33,0,0,Software,Sales,7211.73,5419.26,1792.47,1792.47,-37793.18
