Date,Amazon_Sales,Flipkart_Sales,Website_Sales,Offline_Sales,Gross_Sales,Total_Orders,Average_Order_Value,Returns,Net_Sales,COGS,Gross_Profit,Platform_Fees,Marketing_Spend_Digital,Marketing_Spend_Offline,Total_Marketing_Spend,Contribution_Margin,Fixed_Cost_Allocation,Net_Profit_Loss,Debt_Repayment_Cash_Out,Net_Cash_Flow
20-05-2024,34848.3457588419,78810.56796108294,30738.284339720216,31570.873390608846,269370.2534518299,294,1459.2465965419954,72305.96640547764,237714.39970435644,43401.80409536822,62179.621012869844,49515.53508827566,24010.398537619993,3851.4148638367765,35313.26048666873,-2126.3851358068496,11513.16,-7788.117419930308,161884,-222470.52290715993
21-05-2024,167255.35549194695,84038.44106285725,45756.9088381831,47293.50353311535,193179.72371574357,236,1456.2786367538445,62426.20682149367,223812.44692395054,150038.82432964572,51093.614606092524,53822.24965179908,15956.847246774465,2494.668910387086,32799.36246697436,-2620.0573807232663,11513.16,-8334.356752992391,56445,-127162.79392380471
22-05-2024,178794.28973624477,51897.380063443146,17802.919075992617,70726.25877597283,397439.4649449041,236,1455.8911136363963,61245.14669208541,173875.4375767492,41234.50710893869,54367.12515375553,37950.97387639197,46479.25896618083,2879.674568943866,30160.30906666643,3123.7990707297186,11513.16,-9960.591983236493,16054,-174040.95889896172
23-05-2024,33129.66899296989,45846.34707993828,42227.236615839574,43569.657716609785,181226.5082895034,269,1449.6575551978851,94698.42093367477,193174.36152113866,127294.93223344194,127095.96727274389,72020.98602987954,45250.86521569361,5214.160077659239,15924.535882534903,-517.9229879894647,11513.16,-10565.551585787725,55368,-236526.3819372638
24-05-2024,72777.34518363414,86053.05535345133,58152.06121627757,72731.71058082754,305273.38693149085,205,1469.8053822042023,80163.03800509493,99633.24467630137,66496.77393187716,126451.75834113894,18018.627086403092,25177.379548675868,3449.0873184008296,42330.17661646246,-345.1723843048303,11513.16,-11724.63361270016,23487,-15570.001618446375
25-05-2024,102027.90763772221,60383.64312538279,18815.92576290757,62535.467930730876,268956.34431103733,133,1466.0559618287682,105139.5316695139,145410.47729850264,106677.45325579528,30642.930562094327,51403.19075367118,11834.35162604557,3225.6723331021476,29188.30582062452,-5963.317090771486,11513.16,-7603.190517810042,217033,-245757.19808869186
26-05-2024,166358.12674919955,59138.69158590071,49101.269913385244,51108.222223024786,411342.3551960421,239,1461.9459909175953,28468.740233997265,258048.8612125635,110721.98238031927,27178.483720215598,56646.18257735775,32101.612855020445,4876.820492818886,30793.524064041372,1416.3399406969284,11513.16,-12795.495620676167,233887,-51112.32515334856
27-05-2024,139303.2922476556,65401.94577844483,67790.07990922185,74704.49215094723,381785.683764318,180,1463.8650942728473,55413.56771802351,157548.22131349443,113412.19332851857,50530.85413158439,55799.764710581796,31039.240273776522,2664.8786493929715,19985.35968768961,-3532.9676235255674,11513.16,-10499.393159216404,146281,-174725.00288622503
28-05-2024,65619.22617736737,73991.890284407,15686.568671081233,45442.33750912943,219576.41750913538,143,1456.1916850124092,39339.87157813663,185092.16461698306,46242.436284970594,58534.30430610846,79387.61526640506,43270.2844415832,1162.829509117647,44794.35274870875,-4036.7660219376003,11513.16,-13766.987623092191,305420,-117656.15577322905
29-05-2024,174974.6121323583,82959.95241052976,18698.039812143204,30890.811594172723,284908.5085483694,247,1455.091148154084,74672.63503401465,152501.9607465433,85575.38876795405,76969.27369952506,78965.2982644678,9617.804008721665,1598.927941917661,31251.441527408104,-118.52930347353049,11513.16,-12064.684301350468,3787,-144505.5632225684
30-05-2024,147607.88621670188,86719.01567094577,36638.05272063517,53070.70125983869,206652.8725012238,248,1455.2378918052939,73695.34533822443,82036.69695841755,138574.04478012826,51156.987349048555,44607.028263485896,20466.54852428493,3550.9888794526382,35847.90372174991,622.7600498771099,11513.16,-10003.540938116592,311186,-153229.72006733814
31-05-2024,96476.98522933059,39006.5662736791,27703.897039269435,52759.26153121099,268030.37346490857,283,1463.3160257409004,108541.871490437,252405.1235892021,53336.47764868678,42304.3753374315,70500.17947000942,18095.234398922155,4303.048443939882,52751.637746082284,-3573.752065715457,11513.16,-11277.314759948273,187528,-294708.6987394578
01-06-2024,40978.152350910386,66245.8656634716,44542.74559804762,65571.19264022059,174721.07516018546,233,1460.795237099769,121300.4549035028,72549.17986540443,70613.55856931754,95775.55476853649,71830.73222900141,31120.76275125985,4084.7868622219726,30309.180625006447,-5623.4759811897575,11513.16,-15716.230418625997,141524,-315021.3534584481
02-06-2024,167847.05477319207,92220.03828761299,23675.122153259632,33507.52684238181,410343.6483343234,131,1465.8279370052733,36220.92612755772,226484.50979092595,66798.23192244758,123280.81343196971,17032.849049911263,41678.98494017139,5998.416989176165,33557.80069115733,-5022.249201621765,11513.16,-14629.976309739093,154686,-364499.0085489368
03-06-2024,74096.7036998299,88890.20870971598,46824.70935378523,73807.76952601408,332045.97896255326,172,1470.2815239455658,110542.61246238176,180108.5862180209,69389.69865862565,86007.76374105504,29502.594717977852,38839.13509198493,1217.282070217159,17676.38379966888,2016.953648295742,11513.16,-10043.051567686958,169633,-246837.31065117865
04-06-2024,103547.82509724863,80255.74126438961,50044.77627581146,21766.553960571055,343613.20221545827,287,1470.0178482580352,62760.842816317345,154137.25083046852,126993.12690837936,121031.81944395204,65116.06035418795,45046.554650145605,3198.060180120572,20174.30879378147,3418.092918110203,11513.16,-15166.970449801502,346337,-68491.45619136491
05-06-2024,48613.07474744537,50368.84343907528,24262.49952899084,36217.097373455166,115902.28274137968,185,1457.3198031873753,105872.4153602623,139793.9593606232,70404.71103930456,94205.76007892362,43236.10105350866,42908.342803013,4331.960277489448,42254.41873193531,747.5382843447742,11513.16,-15083.371791472715,211931,-338030.385492453
06-06-2024,79152.61298910617,83845.51149032326,16733.790779891697,71044.1533124954,412401.3904382456,290,1456.465938175299,128244.07264655505,104082.01099415337,119284.18300763758,89617.38415520059,47340.09829350498,13485.4569906397,5870.437716639053,17522.49406555078,-1004.4447854192294,11513.16,-14668.652506611797,100917,-341172.20564624935
07-06-2024,55537.70875126116,54145.858296381775,26893.197538392524,59368.673785855164,185203.28081528217,221,1454.3102071729375,72085.44617201822,223061.14454662043,62922.2378476602,34900.9635257577,44318.70791174093,42975.76827434563,5904.222533446116,19006.901089717416,-2989.0402571269437,11513.16,-12485.760586132657,306268,-156886.68084249168
08-06-2024,37936.84198563859,72534.08038309305,20790.485863197377,20861.62665675811,227747.22140570343,152,1459.1491956945354,74881.61492717604,164077.9634819879,86022.52156585024,126853.37193181373,20945.15162906333,42891.25988439401,1802.1039947085403,28018.858320022606,2736.8303627737505,11513.16,-9543.067730934934,224751,-129146.48237522948
09-06-2024,88644.09119438127,35804.665833716615,61444.61318297877,71289.48348781418,164304.76890960423,99,1461.6140529764498,49652.54761429093,157980.74543928227,129213.06953114524,113831.64012933082,37079.13323047043,15347.777468049848,5092.606315597159,22756.76011649306,-251.3810475493474,11513.16,-9534.663675940992,3538,-202013.92387360267
10-06-2024,173274.8637986317,79899.37984337831,52022.5893784807,19183.91488364584,387020.3910046505,172,1453.6875807877564,77358.1504351098,258223.60293030966,69445.33086101222,120876.13767944986,77774.0427419262,47336.24994531886,5674.973894621802,14819.816648015461,2269.9546242093666,11513.16,-12803.496722368467,102046,-159979.74990992565
11-06-2024,57733.53963619958,93121.24690527783,67241.85898817367,77653.57508564569,401987.4730285676,69,1468.723561238068,120887.07179689682,207472.00368653028,62752.03928584355,49624.34230376568,74087.97719321033,13387.858572021589,6304.033768940253,28084.561545292192,-2142.723868048656,11513.16,-8754.692523089248,49351,-326721.70323583594
12-06-2024,152384.48008408464,72179.62394418866,42004.147236109115,36371.27289202547,143158.12158894143,97,1455.4318956097418,78033.61658608215,268554.72585348313,99609.04215303634,69554.33050287866,65284.91191489875,14348.266569550102,2897.007874177578,14738.884462707509,-6372.359795250205,11513.16,-7844.735945458151,211104,-86252.35583258973
13-06-2024,119217.37983810241,106897.13415019229,59292.985057491074,37995.00833905841,358668.73056024197,283,1467.0954364865534,57372.379691977694,81367.88206961086,67499.06814251805,31100.52458077621,62686.696344414515,16451.766911307444,2727.7185554945704,21390.956156224504,-1598.9498419971133,11513.16,-7282.060633342528,154036,-203712.34590044222
14-06-2024,136192.42066988765,37857.040384831125,64936.01045769569,20812.427707674426,402726.76007547055,142,1468.6195359644323,121355.08075097317,119453.73218338063,117319.54641129909,115803.82309664538,50689.199308535615,20519.28478411629,3958.020075821005,52719.92141030456,-5137.719579756696,11513.16,-11326.191652462545,20079,-329111.73466579145
15-06-2024,94860.48867724415,33754.70263224044,56037.07593162503,40117.04927998698,192361.6235700113,290,1460.6078529659549,92398.12687378877,272277.46678057534,157146.22419516323,95503.76113485196,64760.55544868414,34124.49985456362,3664.0646506758617,52761.22431681675,-1684.2575114231822,11513.16,-13398.449111212634,12695,-182027.56355056897
16-06-2024,36807.57584960383,39797.788333676,17730.22209898512,51788.349921887035,342772.43986318365,210,1466.5456164840505,45999.77651930186,127106.26674259832,142427.81020117813,89147.81053438743,56706.26569182789,13661.58865626125,3342.4376561636145,18630.698178326704,-1912.2483572192587,11513.16,-9316.142809288327,98761,-65962.55799506116
17-06-2024,167039.75059516114,58413.32974182106,15398.49021821608,73933.62323653043,168462.41039356886,116,1453.2669343449443,98252.20068950727,298314.7427310982,102163.64885376513,41409.5883803497,38572.487675427226,10063.086126324097,4305.983849630528,17224.72192393542,4033.5351085043067,11513.16,-15555.93745373828,14941,-121022.09383377474
18-06-2024,171702.68304841328,42640.67016708982,16463.396579612305,57344.60831562697,423149.4022498069,89,1468.3109667003578,45890.151622573685,108890.36196234106,106097.4482458899,121080.40291877961,40775.747125788665,23994.15844719569,5534.63844365878,16797.867067785177,2110.4005381637153,11513.16,-13165.94931205138,271870,-334017.4124823202
19-06-2024,123736.67596923045,110213.39128361171,41555.27921948279,70931.62156800264,326434.3772019377,152,1461.2024842616518,49946.330568516176,68994.36306825027,52165.16303636554,50888.28824394473,39856.09702008402,27998.236475105674,3812.199557119905,43456.739705542146,910.0171943855103,11513.16,-11498.585294968572,177871,-9370.658250293112
20-06-2024,180313.07614799083,61100.737793249486,42541.32929353477,43141.45207596296,114776.34392383917,69,1463.3262666673334,52538.96015961893,235356.20333599282,74641.86559211744,85196.65840045176,78719.36367415465,38299.59280924448,4248.044104343764,31388.849580568334,-3261.4821182696655,11513.16,-15392.062945160738,243271,-230084.20011334014
21-06-2024,71557.36959945712,45453.79201266127,32834.1968887477,70813.15480157433,95180.87228436807,92,1460.7171905845587,93268.39674574912,156859.59039353635,133436.71115414868,81775.40493238013,57269.1898687654,13598.274074061947,3751.4149737360935,51134.78007744827,-5298.535022392356,11513.16,-13975.542607394413,42692,-141777.0594985277
22-06-2024,51389.68458121942,103327.87289575514,65458.92084636303,51584.30477576558,116941.37466780454,123,1452.745097820205,113321.2314350263,237342.86713450498,150104.9892832034,69410.0231994554,62713.09905321202,18256.124696317478,3676.6245015353575,12378.330331479217,-5106.960607533332,11513.16,-14058.87123511019,139202,-286660.89635298005
23-06-2024,172737.3128383849,58064.592111952414,48216.34514547831,24215.369614715637,112986.31332197004,216,1455.0620724199882,126769.02189184834,187126.47678080428,107491.81590613037,57761.82070688614,73641.72437152131,27057.008282704097,4511.373865750753,24794.401282255996,3139.0383423572484,11513.16,-17585.1791328105,249696,-293402.4248083865
24-06-2024,90597.30713991768,36824.54274666508,48574.26631560084,73772.15398550595,432627.6515507221,209,1454.4928373869086,48974.57957873284,116387.07342568357,138499.74764811253,76620.89987275944,71653.93935575915,17693.749364668605,5502.749410626651,41721.11400550074,-1624.131358789462,11513.16,-16567.83128913982,220979,-104260.88859629218
25-06-2024,81064.66328665923,61901.92455798673,38077.91855726499,44166.89292083675,234309.90496298482,102,1462.3699114541596,28986.587073754337,212622.10421324437,61549.66459737011,68928.48693475974,68083.10887690645,24377.217004715894,3738.1041506276742,33044.72981309952,1236.1354425002437,11513.16,-10562.59610757044,61227,-105145.6481506736
26-06-2024,171634.39908506398,102936.32645803914,37043.863934251276,68823.75920462084,435661.32435891684,209,1456.6128802979395,104022.4850832572,258935.1539973092,42881.66169932067,32264.28039072892,18109.12824534353,22788.172456554348,5576.043438849765,20041.126147695322,-5891.595573897105,11513.16,-13562.991686231358,128939,-232064.47142594395
27-06-2024,102177.94425620657,41011.62329097345,62155.32864612639,38785.38585482826,430970.6973997728,280,1452.2505095412093,88655.33668711832,245762.20865921548,48600.58392592322,59964.114344347545,52557.071575574875,22089.88747647024,4255.8131950330935,37251.11157337982,-261.3051888945556,11513.16,-8575.79841714927,212767,-32141.59179398371
28-06-2024,166810.77735494464,63643.270152310055,39417.02476638069,69791.95207765207,231495.01546104928,176,1459.9408422645506,45692.114973025615,141495.99621087263,166783.44012213088,92464.29274388647,38066.034578130144,36609.38006591061,5558.282942125907,42002.98556778548,-3573.228067177437,11513.16,-10551.43886733492,238282,-242257.18990470612
29-06-2024,176073.1773262828,66744.04341205476,15412.268490821476,18163.52119133882,118750.2422427723,127,1450.3566196636189,71893.02536702222,248858.77796290378,112091.3114544251,66354.03532618062,18435.381084057666,16366.5631294765,5639.602425410463,45598.701457131465,4282.285131520209,11513.16,-10826.827422901526,113336,-247599.77829557765
30-06-2024,127904.8596703251,74919.76044345,43804.22708782939,33451.628410487276,305051.953886023,123,1451.5315208048637,78627.12231821642,272124.15326659876,82865.89963891913,121740.44994032128,17793.40727963232,13396.573902285569,2748.8650461972384,36170.40971518618,2239.1741957604254,11513.16,-9898.6258037271,5549,-239252.06120695898
01-07-2024,60391.28245256256,35573.34635202607,47246.11201292003,66963.20296545778,224429.38832712665,266,1450.311334428622,72765.3964477547,248254.65278456543,162297.18233842865,69663.55410175945,37412.51326068082,25306.07708019783,1530.0706840583466,23738.613851069327,4190.780953932374,11513.16,-13493.646338793409,19466,-10355.104473391606
02-07-2024,31728.373516082447,30657.854215062274,27652.489774729205,79046.06399086752,224578.6469637802,241,1469.360214580007,110177.3060635436,227790.17907316497,125380.9382672813,87402.0082969555,66220.7138572813,41076.20894529375,4984.023855526866,12795.405014054026,4256.761309392207,11513.16,-15290.887013422185,156276,-283921.3540561792
03-07-2024,151631.93086468292,96334.40644599313,28381.230714925172,38597.537387978286,187928.16799712402,179,1449.6668383703568,54479.6426482814,96603.69612360105,90700.09058647585,96244.40193237514,50622.5902119442,20985.480400613087,3991.076564055147,41910.15154566049,-3585.9331318518744,11513.16,-13143.445350309124,88816,-57447.482592573564
04-07-2024,152848.60480807754,22232.315370532655,37549.888515416525,22040.536606893038,394793.1147919904,294,1469.344051687531,101472.24697679516,273549.6043504725,108033.72167734378,29986.623590643783,27050.54212252052,42291.18192998703,5538.1541460991575,41471.410218522666,-5189.179476100775,11513.16,-13029.005168438802,133429,-8804.725322806335
05-07-2024,102276.21634299221,110453.19532114766,58643.1504248344,39222.083769570505,324074.8614074462,282,1453.4349353130128,66763.80667017566,68943.33940503179,135377.56131489182,125359.10915463316,43470.32180458279,11886.694095651797,5764.842176471211,52091.71264530895,-158.11629049429212,11513.16,-12771.543960247174,267123,-321411.974736506
06-07-2024,125931.61337553477,84617.71301855598,18278.651325584302,47367.2159860386,120949.17395718826,186,1467.1426504737108,30269.81793990307,219991.21516429717,89428.90636089636,126405.59093518439,78402.12624441284,12145.195799002593,3057.8463541352444,12403.404089177131,-547.8828886314095,11513.16,-16479.34032791091,144232,-232965.17911093647
07-07-2024,48725.409744507066,80298.64161695109,17735.0036333278,18713.183979174144,244105.57185368586,175,1466.5259091106268,120646.81397287581,88256.793767749,87740.31388927982,107201.61666022136,27859.70865356242,15196.170263755857,3382.7067953895485,26332.74890672905,-3161.6330870457145,11513.16,-10753.161900295263,77242,-316921.40533737664
08-07-2024,86992.69675014343,41562.54516201944,34679.54832167305,19178.94507560288,169750.50064950556,256,1449.3859768305153,94804.42187426012,184834.3590355052,157027.35077325924,70637.22933040536,26339.88515614392,28942.3963065122,2440.7259120097733,32310.428947606604,2129.92510987259,11513.16,-8151.839155387061,231692,-299576.50852724066
09-07-2024,44139.60810145036,20682.04245256375,48966.54143840109,19578.800577324975,403979.6916990427,254,1450.0327895732667,60894.70395763295,169254.80087209193,119954.97697995215,104481.2932767112,73879.75288089027,19366.88548904079,4238.0652419945745,17576.015391510868,-5471.7881332338575,11513.16,-13119.744877165203,283281,-98182.12694502983
10-07-2024,167348.92339290938,65615.08000809174,47718.782488448895,52382.401628479376,196358.37313250796,106,1454.2859851072615,77895.97689118888,145000.40436804775,123503.2210715347,55543.98012815711,22548.687424404743,25685.304258405187,1266.210876092878,52853.10804213803,452.3970254090509,11513.16,-17330.004151479665,138070,-120420.88152697723
11-07-2024,95357.04739787203,27535.108504659132,33958.468909734904,19071.101046552627,130379.04606023197,194,1455.795129886769,64917.79704354801,79417.27793829111,38435.61262699532,79492.37307524416,36191.125704864906,20907.407680132674,5106.278930583525,28288.649511992255,2773.7877264515437,11513.16,-14199.028752432592,306408,-342716.0887362373
12-07-2024,110671.24759383022,62277.23073797424,50464.185976578825,79425.14063842941,193764.50314410875,188,1469.2364081447172,72140.45727278519,302569.7631359234,138966.15120083478,74864.22263409293,55959.85463946947,11309.373894772005,6223.994992666268,16028.302774089414,-959.2546510591219,11513.16,-12317.646950015047,2389,-128394.1812976663
13-07-2024,163139.16422645526,36905.83750457988,39543.398879070446,37695.4932288617,111914.5041197612,240,1452.1884793257739,102892.92712725348,139168.8251686082,171783.01546583904,37336.4921200584,64908.8134748115,12861.852409274567,4396.404448817888,48889.29937958247,3018.426481876081,11513.16,-9447.837721108235,309486,-129977.62041040821
14-07-2024,161447.51222044585,69157.31843986434,24648.538003919708,31655.705342721412,370713.9425594569,151,1463.40630828037,71266.487340375,195236.00375858913,150754.33323508367,44335.17116522202,30591.168855345397,29227.181740655957,1195.4882443964839,33138.152634614926,-5871.708703259448,11513.16,-16925.543529947434,292169,-315158.5264947487
15-07-2024,77307.87600869074,71991.24250040443,52780.761713055246,28444.106146231836,240773.2967584661,105,1456.4442293752586,127839.99457241606,246700.22977322782,124255.4038107378,33224.17577838367,38624.81841041617,25188.95143054617,3385.377522467031,52728.840312382395,-584.4104347466837,11513.16,-13386.28034180214,86418,-229285.3324604193
16-07-2024,75970.4717038233,77479.11434721804,43429.960634603296,20480.186784201735,344832.72510421585,100,1456.0551452723253,38614.68959793587,162297.47918473184,126136.24217084335,72780.80637821282,40810.529738217076,45763.962723487675,3523.893192676544,52209.84071832317,-1031.6623454945538,11513.16,-10201.069031747342,54508,-87128.28342438943
17-07-2024,83851.28550654027,74886.34170707509,66076.67116522018,60564.59804440851,178740.13199792366,280,1463.9602067276755,84841.43640127702,203091.33260744603,80008.41499520854,30548.233231319013,16441.284340048674,20413.846890962843,1993.9008786071508,17509.02425715557,4339.163444506373,11513.16,-14428.340729258216,346492,-169203.28765923003
18-07-2024,141557.86452842483,25127.859305520426,38486.392623227555,55707.16419169537,336602.73919479165,68,1460.214015243173,89656.78717963387,240561.5283728343,119720.99424344223,110885.77401015228,52650.448047355014,21717.14540528714,1545.1917535810612,51687.57808152828,2779.6941060933304,11513.16,-9049.40938643264,198018,-243189.46281096197
19-07-2024,96496.45998286636,93689.10490892419,17925.68468057391,72212.6869989448,132305.7144544766,182,1463.0230990823543,75609.61151279561,82791.79498642885,138177.95837348112,128530.4552010748,63895.38368764889,13070.882786630495,1467.32746057007,28496.189282483865,-5322.626059219676,11513.16,-10407.102989236926,187448,-312920.3789451779
20-07-2024,56097.31561236235,42836.75594645228,61200.42074924579,48816.725973177156,293728.3082434889,140,1470.177944110628,55656.51596691642,192009.5559285942,149253.89262243395,68808.56890975765,24975.06357802682,27177.906484544925,4742.310794504054,20166.719963420248,-1867.6506190014034,11513.16,-14011.5536386,146150,-225370.97354338455
21-07-2024,82528.79680385147,23000.154125083318,60601.675097083615,33799.34138698663,298984.1631235115,149,1459.5411415733597,109342.17990828493,195025.44249715688,122029.7442610827,85940.47422771096,60476.894812652514,22910.461416908194,1362.5511099753294,32644.880391602557,-1689.5789461401328,11513.16,-13116.30297696161,119759,-110831.44621229314
22-07-2024,111286.65205411686,82497.09736456687,31182.588829509215,39791.1246645461,197774.7936777907,286,1469.3585575104214,48394.05988599399,265356.6576381511,101077.67738825711,103862.89407221065,76751.58263750264,34525.08062918418,1960.9309422075978,21418.992167058263,-2536.094171252832,11513.16,-10969.701180399414,43876,-178600.35562869353
23-07-2024,69216.79298043408,104094.3145057805,38618.15213099014,44389.09361326672,389640.7652898667,149,1469.2603933402415,30333.4181183923,218145.31982134382,52287.32227658774,62359.76542108077,14441.207714721935,39164.23078426484,1494.2525390925853,37856.58832753403,1485.6049534971526,11513.16,-8923.914185640255,268336,-172297.03945412266
24-07-2024,75510.48722131242,85517.99911671976,29342.750538077504,58649.85253537152,343964.4301442061,266,1465.1256053672435,107720.13295548361,202855.253526939,146468.10140603298,55032.523947410155,36717.411387523985,29585.98456077335,1840.343842573779,37586.01140228627,1955.5397262420674,11513.16,-14032.698190182437,68928,-36924.0632556582
25-07-2024,154236.39556300768,82799.58880340123,34696.27838531808,48218.49836893055,363541.2032893507,214,1460.6741229118159,44967.76526059561,238020.02659688817,38332.044149569716,46237.60046794251,24000.105397075407,30456.856711196786,5526.884439188931,15831.886427975955,-1345.1236597531415,11513.16,-17040.652543930584,111842,-126307.91604872365
26-07-2024,50583.15874624961,82828.2170690396,64249.92827022966,65213.51320748915,375493.68608000944,111,1456.6698116853302,79560.53086393904,273714.76844106155,105014.95193157242,81497.5457699629,15448.966208768086,45406.27616497164,2935.2244768794053,11422.35176533154,1307.8098478587708,11513.16,-14533.453497835475,117644,-143193.15776424448
27-07-2024,101604.71800783725,73593.51640803521,35605.04819044561,74877.807416212,420191.4502865216,128,1467.2892468055572,86829.31649328774,302175.15008274413,162740.27878509625,93102.96751590927,34578.27669529778,11786.126784873679,2644.9162446145338,39399.79395126438,-5327.299773038831,11513.16,-13332.350017909157,83066,-227762.52215016147
28-07-2024,88220.43093840865,45003.99633651576,53125.72127929884,30333.776795703387,238721.34401116238,93,1469.1232932587925,75367.29231648552,165231.92633099642,46255.58375780628,98745.21347269326,35321.70349527888,40583.385524416124,6116.781157423251,27676.228643020193,-3637.8393892879844,11513.16,-17350.189796973726,270178,-161561.77124403213
29-07-2024,123649.19882403975,61906.85792083648,61820.582443585066,21648.33416397397,262786.9398146493,101,1459.4914466534456,118737.98722081914,295910.71326159,68495.33706131934,86178.26943602471,25184.03752068052,42502.03079771539,5817.5212106906165,36531.213169595394,-6206.443251726702,11513.16,-13696.629912077246,2715,-49798.31898719078
30-07-2024,180232.9739985056,21292.27359535584,18417.62626099737,55296.07331530626,278511.5709526611,209,1466.524841692253,34434.16329666139,157945.6117478942,79200.62813331332,85316.59822096022,78548.93895658106,23700.670250930874,2414.807553403769,28144.48629322201,1355.8825255678048,11513.16,-11789.715969487566,211750,-336883.3716978708
31-07-2024,121958.78216941701,43890.575257851684,21741.58275310247,47087.31195586805,95706.51730846542,102,1457.617060921626,118176.17214022511,257586.45250649334,157344.2105849896,100227.65240507397,39139.99544026369,26069.570632207964,3816.0658992323165,21435.211438880244,-4701.878801611533,11513.16,-12459.890365832252,127762,-122930.4861247607
01-08-2024,128811.5882600481,56191.95033942595,16976.695285824317,31423.11308276902,160071.4859529114,78,1454.9844553738621,109765.55490135125,279355.4978751229,74273.09277071097,55703.683306313076,32206.072380410005,37620.445234933344,5917.645222682988,33953.23113635747,-32.36018971451631,11513.16,-16259.65115032571,192921,-55873.94063868123
02-08-2024,130245.54270724865,25651.150034647235,16204.10313012796,50415.759165227755,125458.0952416053,290,1469.2054579362707,70526.12242645443,181088.54147002284,82258.51733665534,85327.30746762558,64466.58449471765,43381.24025512207,5002.41204336119,23890.795855372002,1865.6319226417027,11513.16,-15907.59068704245,277954,-153578.63911883064
03-08-2024,126663.61817255177,111242.80080078315,55601.13983713939,40363.82255651015,296837.46248260274,143,1469.4612991597846,29389.3348539658,287364.39480578934,40223.58659917682,105342.95281676223,79190.45850753314,37765.15873791188,6292.133752445789,33965.70625019322,3088.9641169933575,11513.16,-8669.29815241117,242054,-214101.86703891243
04-08-2024,185119.33436662197,107181.04635596254,55446.06601590973,31303.022948576654,199088.79306768143,296,1467.4373299171336,39256.201636259146,243013.87484456267,57931.23752701499,96123.61224046444,42074.14903435076,12149.180206408655,2387.4438476454743,23047.671137587095,-4394.469905123349,11513.16,-13220.456980296432,328822,-92312.53777374577
05-08-2024,145998.65870100088,24754.00019000834,52457.57049159198,44342.40993754005,306869.88967288093,203,1455.4043904670375,88086.08465497594,154194.10333980902,51691.89601394387,110507.86564129237,26272.63097190405,29044.40178082956,5766.839780262942,36654.96697467784,-1167.577959198201,11513.16,-17325.12505952366,323380,-23229.326014563732
06-08-2024,63318.579925478734,98398.91195051851,32125.639228966626,70362.07231571047,407662.4398236446,191,1455.6938229749067,77910.23688820854,234144.38205911557,106862.33562838456,120397.49527229932,22701.451511950305,34124.72278899214,2009.2468556295357,38250.2678088867,-633.0383124112759,11513.16,-13404.777681542435,124969,-215127.59854206245
07-08-2024,100953.72417116835,61872.40355736631,34341.85792165792,48022.46731262327,101739.32724367715,91,1463.136291337614,54680.279547209546,209213.562826871,170261.6134848181,47258.21525942816,45233.23770321886,35195.800895459,4018.287996625799,12260.892870005731,2330.4833079826303,11513.16,-8762.375668509121,112586,-162666.74589800296
08-08-2024,72072.16553069974,72482.49073627892,46342.32765694874,46409.44589130651,136857.50822877206,240,1467.9572025643422,84508.4008595531,197742.47437317285,75074.37714454523,72993.20298788752,58212.78069792426,15248.305997598527,5852.349727776074,32862.064220059154,-2026.1109091974167,11513.16,-7888.209576396372,279045,-345885.6354774248
09-08-2024,151424.246197306,96862.30937751361,39636.387604252894,37907.69137563234,207231.46514734335,171,1465.475713588008,96421.07792124884,87674.4378270271,156103.75268292727,120812.63919059004,49018.4939730497,32267.57067576363,3335.82725117219,47268.300177694524,-437.9229246796158,11513.16,-16820.833680076226,86137,-201390.7909131319
10-08-2024,86772.68480699885,110355.59886031349,59594.33798439557,71746.71403036301,272514.9727896889,298,1452.0703619002545,104824.39485018376,200601.52819233073,155580.3337951174,116017.26745224981,33593.70727872585,37274.79682115849,2781.721507780946,30785.297366749477,-6241.825198956226,11513.16,-15857.372370969932,186919,-328703.5121351649
11-08-2024,131084.81054339564,100131.35994792907,44696.62653938591,62089.07590838833,152406.2007353894,86,1467.79713697269,64782.59830210855,158052.17391977573,156868.22732317774,59761.2458712107,57366.35101381697,16503.02061725955,2850.6105851780067,24923.89258341695,-6266.000639948059,11513.16,-13969.05132037344,331476,-27989.817953998514
12-08-2024,54135.393729869735,38258.4142044382,59661.72521713085,56053.77588563552,256261.79921335576,228,1465.8663596670185,78147.35264509174,146143.50663631613,172202.47709682505,118639.98952223611,45779.283995010635,9911.179128026604,4037.07069693242,50860.70137108877,1161.5185480610753,11513.16,-17320.67720423901,231980,-282511.5623913068
13-08-2024,145606.51176799086,77800.71375156031,30369.098632815057,30469.8226270479,105651.38656922306,244,1466.4156381492642,84696.41987065983,161463.42905177316,80726.66108145312,102790.2270696394,54038.156802751175,24370.90155232961,3807.4196126564475,24076.742733054256,-5036.456918606403,11513.16,-9196.479697591534,223192,-93358.4005040176
14-08-2024,57456.13026425375,33764.03897257094,34014.08481386138,57441.18087400305,237179.5962799491,206,1465.004140785894,123179.09567449547,300576.2030785829,173130.27150590322,127037.55755832909,77654.34953752888,25717.9933003509,1677.0238832330097,50083.41763548486,3070.488132914911,11513.16,-12615.52182608431,222056,-65687.91152108693
