Date,Revenue,Marketing,R&D_Contracts,COGS,Salaries,Rent,Utilities,Loan_Proceeds,Loan_Payment,Product_Sold,Gross_Profit,Total_OpEx,Operating_Income,Daily_Cash_Flow,Cumulative_Cash_Flow
28-06-2024,2875.06,287.51,1909.73,1215.49,3026.85,1800,356.23,0,0,Legacy Product,1659.57,7380.31,-5720.75,-5720.75,-919466.47
29-06-2024,3024.16,6000,180.43,1323.08,3027,1800,354.51,0,0,InnovateX Pro,1701.08,11361.95,-9660.87,-9660.87,-929127.34
30-06-2024,3247.44,6000,223.32,1448.4,3027.15,1800,352.8,0,0,InnovateX Pro,1799.03,11403.27,-9604.23,-9604.23,-938731.58
01-07-2024,2716.82,6000,233.85,1160.05,3027.3,1800,351.08,0,4000,InnovateX Pro,1556.77,11412.23,-9855.46,-13855.46,-952587.03
02-07-2024,2617.52,6000,226.33,1147.81,3027.45,1800,349.35,0,0,InnovateX Pro,1469.71,11403.14,-9933.43,-9933.43,-962520.46
03-07-2024,3569.7,6000,149.9,1445.71,3027.6,1800,347.63,0,0,InnovateX Pro,2124,11325.14,-9201.14,-9201.14,-971721.61
04-07-2024,3748.21,6000,176.03,1654.1,3027.75,1800,345.92,0,0,InnovateX Pro,2094.1,11349.7,-9255.59,-9255.59,-980977.2
05-07-2024,3389.2,6000,193.47,1428.24,3027.9,1800,344.2,0,0,InnovateX Pro,1960.96,11365.56,-9404.6,-9404.6,-990381.81
06-07-2024,3170.75,6000,181.35,1275.94,3028.05,1800,342.48,0,0,InnovateX Pro,1894.81,11351.88,-9457.08,-9457.08,-999838.88
07-07-2024,3550.28,6000,187.59,1436.81,3028.2,1800,340.77,0,0,InnovateX Pro,2113.47,11356.55,-9243.09,-9243.09,-1009081.97
08-07-2024,3946.36,6000,180.01,1743.42,3028.35,1800,339.06,0,0,InnovateX Pro,2202.94,11347.41,-9144.47,-9144.47,-1018226.44
09-07-2024,3541.95,6000,249.23,1549.74,3028.5,1800,337.35,0,0,InnovateX Pro,1992.21,11415.07,-9422.87,-9422.87,-1027649.3
10-07-2024,3994.77,6000,208.03,1722.75,3028.65,1800,335.64,0,0,InnovateX Pro,2272.02,11372.32,-9100.3,-9100.3,-1036749.6
11-07-2024,2775.42,6000,164.13,1165.74,3028.8,1800,333.94,0,0,Legacy Product,1609.68,11326.87,-9717.19,-9717.19,-1046466.79
12-07-2024,4016.27,6000,219.25,1734.79,3028.95,1800,332.25,0,0,InnovateX Pro,2281.49,11380.45,-9098.96,-9098.96,-1055565.75
13-07-2024,4079.08,6000,222.22,1814.28,3029.1,1800,330.56,0,0,InnovateX Pro,2264.8,11381.87,-9117.07,-9117.07,-1064682.82
14-07-2024,4544.36,6000,192.36,1948.62,3029.25,1800,328.87,0,0,Legacy Product,2595.74,11350.48,-8754.74,-8754.74,-1073437.56
15-07-2024,4224.31,6000,176.88,1746.84,3029.4,1800,327.19,0,0,InnovateX Pro,2477.47,11333.47,-8856,-8856,-1082293.56
16-07-2024,4686.13,6000,209.37,1943.37,3029.55,1800,325.52,0,0,InnovateX Pro,2742.76,11364.45,-8621.69,-8621.69,-1090915.25
17-07-2024,3243.2,6000,193.17,1406.57,3029.7,1800,323.86,0,0,InnovateX Pro,1836.63,11346.72,-9510.09,-9510.09,-1100425.34
18-07-2024,4941.56,6000,222.73,2076.34,3029.85,1800,322.2,0,0,InnovateX Pro,2865.21,11374.78,-8509.57,-8509.57,-1108934.91
19-07-2024,3935.84,6000,244.26,1755.64,3030,1800,320.55,0,0,InnovateX Pro,2180.19,11394.81,-9214.62,-9214.62,-1118149.53
20-07-2024,3502.69,6000,212.15,1497.59,3030.15,1800,318.91,0,0,InnovateX Pro,2005.1,11361.21,-9356.11,-9356.11,-1127505.64
21-07-2024,5080.56,6000,215.82,2172.54,3030.3,1800,317.28,0,0,InnovateX Pro,2908.02,11363.41,-8455.39,-8455.39,-1135961.03
22-07-2024,4808.83,6000,191.46,2085.49,3030.45,1800,315.66,0,0,Legacy Product,2723.35,11337.57,-8614.22,-8614.22,-1144575.25
23-07-2024,4095.57,6000,224,1783.22,3030.6,1800,314.05,0,0,InnovateX Pro,2312.35,11368.65,-9056.3,-9056.3,-1153631.55
24-07-2024,4361.02,6000,232.7,1857.9,3030.75,1800,312.45,0,0,InnovateX Pro,2503.12,11375.9,-8872.78,-8872.78,-1162504.33
25-07-2024,5083.93,6000,157.21,2088.92,3030.9,1800,310.86,0,0,InnovateX Pro,2995.01,11298.97,-8303.97,-8303.97,-1170808.3
26-07-2024,4936.6,6000,220.18,2215.23,3031.05,1800,309.29,0,0,Legacy Product,2721.36,11360.52,-8639.16,-8639.16,-1179447.45
27-07-2024,4574.67,6000,193.65,1833.22,3031.2,1800,307.72,0,0,InnovateX Pro,2741.46,11332.57,-8591.12,-8591.12,-1188038.57
28-07-2024,5030.36,6000,179.32,2231.27,3031.35,1800,306.17,0,0,InnovateX Pro,2799.09,11316.84,-8517.75,-8517.75,-1196556.32
29-07-2024,4103.65,6000,198.89,1715.93,3031.5,1800,304.63,0,0,InnovateX Pro,2387.71,11335.02,-8947.3,-8947.3,-1205503.62
30-07-2024,5221.33,6000,211.73,2098.65,3031.65,1800,303.1,0,0,Legacy Product,3122.68,11346.48,-8223.81,-8223.81,-1213727.43
31-07-2024,4757.9,6000,220.73,2107.16,3031.8,1800,301.59,0,0,InnovateX Pro,2650.74,11354.12,-8703.38,-8703.38,-1222430.81
01-08-2024,4966.98,6000,193.24,2179.68,3031.95,1800,300.09,0,4000,Legacy Product,2787.3,11325.29,-8537.99,-12537.99,-1234968.8
02-08-2024,5064.72,6000,168.61,2040.73,3032.1,1800,298.61,0,0,InnovateX Pro,3023.99,11299.32,-8275.34,-8275.34,-1243244.13
03-08-2024,6317.57,6000,194.08,2736.64,3032.25,1800,297.14,0,0,InnovateX Pro,3580.93,11323.47,-7742.54,-7742.54,-1250986.67
04-08-2024,5089.86,6000,221.85,2127.39,3032.4,1800,295.69,0,0,Legacy Product,2962.47,11349.93,-8387.46,-8387.46,-1259374.13
05-08-2024,5556.56,6000,198.15,2446.94,3032.55,1800,294.25,0,0,InnovateX Pro,3109.63,11324.95,-8215.32,-8215.32,-1267589.46
06-08-2024,5458.3,6000,220.36,2263.16,3032.7,1800,292.83,0,0,InnovateX Pro,3195.14,11345.89,-8150.75,-8150.75,-1275740.21
07-08-2024,5680.01,6000,206.96,2468.35,3032.85,1800,291.43,0,0,InnovateX Pro,3211.66,11331.24,-8119.58,-8119.58,-1283859.79
08-08-2024,5166.49,6000,180.14,2200.93,3033,1800,290.04,0,0,InnovateX Pro,2965.56,11303.18,-8337.63,-8337.63,-1292197.41
09-08-2024,5681.78,6000,238.21,2543.79,3033.15,1800,288.68,0,0,Legacy Product,3137.99,11360.04,-8222.05,-8222.05,-1300419.46
10-08-2024,5813.9,6000,173.05,2351.17,3033.3,1800,287.33,0,0,InnovateX Pro,3462.72,11293.68,-7830.96,-7830.96,-1308250.42
11-08-2024,5526.75,6000,225.58,2235.07,3033.45,1800,286,0,0,InnovateX Pro,3291.68,11345.03,-8053.35,-8053.35,-1316303.77
12-08-2024,5488.84,6000,208.17,2324.06,3033.6,1800,284.68,0,0,Legacy Product,3164.77,11326.45,-8161.68,-8161.68,-1324465.45
13-08-2024,5798.96,6000,220.74,2518.41,3033.75,1800,283.39,0,0,InnovateX Pro,3280.55,11337.88,-8057.33,-8057.33,-1332522.78
14-08-2024,5735.27,6000,229.23,2555.08,3033.9,1800,282.12,0,0,InnovateX Pro,3180.19,11345.25,-8165.06,-8165.06,-1340687.84
15-08-2024,6418.48,6000,185.27,2852.65,3034.05,1800,280.86,0,0,InnovateX Pro,3565.82,11300.19,-7734.37,-7734.37,-1348422.2
16-08-2024,5558.29,6000,222.59,2314.64,3034.2,1800,279.63,0,0,InnovateX Pro,3243.65,11336.43,-8092.78,-8092.78,-1356514.98
17-08-2024,4534.49,6000,171.83,1837.47,3034.35,1800,278.42,0,0,InnovateX Pro,2697.03,11284.6,-8587.58,-8587.58,-1365102.56
18-08-2024,5950.48,6000,220.48,2631.18,3034.5,1800,277.23,0,0,InnovateX Pro,3319.3,11332.21,-8012.91,-8012.91,-1373115.47
19-08-2024,7143.6,6000,217.9,2910.57,3034.65,1800,276.06,0,0,InnovateX Pro,4233.04,11328.61,-7095.58,-7095.58,-1380211.04
20-08-2024,6803.2,6000,183.84,2828.06,3034.8,1800,274.91,0,0,Legacy Product,3975.14,11293.56,-7318.41,-7318.41,-1387529.46
21-08-2024,6702.8,6000,177.04,2797.94,3034.95,1800,273.79,0,0,InnovateX Pro,3904.86,11285.78,-7380.91,-7380.91,-1394910.37
22-08-2024,6279.14,6000,215.19,2517.76,3035.1,1800,272.69,0,0,InnovateX Pro,3761.38,11322.97,-7561.59,-7561.59,-1402471.96
23-08-2024,6411.46,6000,180.04,2742.75,3035.25,1800,271.61,0,0,InnovateX Pro,3668.71,11286.9,-7618.19,-7618.19,-1410090.15
24-08-2024,6009.63,6000,189.44,2554.21,3035.4,1800,270.55,0,0,InnovateX Pro,3455.42,11295.39,-7839.97,-7839.97,-1417930.12
25-08-2024,6879.67,6000,170.85,2905.09,3035.55,1800,269.52,0,0,InnovateX Pro,3974.58,11275.92,-7301.34,-7301.34,-1425231.46
26-08-2024,6007.88,6000,230.54,2517.25,3035.7,1800,268.51,0,0,InnovateX Pro,3490.63,11334.75,-7844.12,-7844.12,-1433075.58
27-08-2024,5399.39,6000,210.99,2225.7,3035.85,1800,267.52,0,0,Legacy Product,3173.69,11314.37,-8140.68,-8140.68,-1441216.26
28-08-2024,6677.78,6000,226.23,2949.86,3036,1800,266.56,0,0,InnovateX Pro,3727.92,11328.8,-7600.88,-7600.88,-1448817.13
29-08-2024,6692.61,6000,203.16,2725.4,3036.15,1800,265.63,0,0,InnovateX Pro,3967.21,11304.93,-7337.73,-7337.73,-1456154.86
30-08-2024,6783.46,6000,176.4,2726.72,3036.3,1800,264.72,0,0,InnovateX Pro,4056.74,11277.41,-7220.67,-7220.67,-1463375.53
31-08-2024,6389.5,6000,216.08,2777.23,3036.45,1800,263.83,0,0,InnovateX Pro,3612.26,11316.36,-7704.1,-7704.1,-1471079.63
01-09-2024,6988.21,6000,211.24,3011.32,3036.6,1800,262.97,0,4000,InnovateX Pro,3976.89,11310.81,-7333.92,-11333.92,-1482413.55
02-09-2024,7120.32,6000,222.32,2888.12,3036.75,1800,262.14,0,0,InnovateX Pro,4232.19,11321.21,-7089.01,-7089.01,-1489502.57
03-09-2024,7011.08,6000,156.57,2961.98,3036.9,1800,261.33,0,0,InnovateX Pro,4049.1,11254.8,-7205.7,-7205.7,-1496708.27
04-09-2024,7579.58,6000,220.3,3219.4,3037.05,1800,260.55,0,0,InnovateX Pro,4360.17,11317.9,-6957.72,-6957.72,-1503665.99
05-09-2024,6845.14,6000,204.9,2797.15,3037.2,1800,259.79,0,0,InnovateX Pro,4047.99,11301.89,-7253.9,-7253.9,-1510919.88
06-09-2024,7421.26,6000,171.42,3035.92,3037.35,1800,259.06,0,0,InnovateX Pro,4385.34,11267.83,-6882.49,-6882.49,-1517802.37
07-09-2024,6706.21,6000,178.14,2773.35,3037.5,1800,258.36,0,0,Legacy Product,3932.86,11274,-7341.15,-7341.15,-1525143.52
08-09-2024,7123.04,6000,201.48,3058.39,3037.65,1800,257.68,0,0,InnovateX Pro,4064.65,11296.81,-7232.16,-7232.16,-1532375.68
09-09-2024,7603.78,6000,221.75,3170.46,3037.8,1800,257.04,0,0,InnovateX Pro,4433.32,11316.59,-6883.27,-6883.27,-1539258.95
10-09-2024,7685.29,6000,181.03,3390.12,3037.95,1800,256.42,0,0,InnovateX Pro,4295.17,11275.4,-6980.22,-6980.22,-1546239.17
11-09-2024,6409.48,6000,205.41,2594.54,3038.1,1800,255.82,0,0,InnovateX Pro,3814.94,11299.34,-7484.4,-7484.4,-1553723.57
12-09-2024,7065.53,6000,210.2,2848.44,3038.25,1800,255.26,0,0,InnovateX Pro,4217.09,11303.71,-7086.62,-7086.62,-1560810.19
13-09-2024,7950.29,6000,204.28,3325.43,3038.4,1800,254.72,0,0,InnovateX Pro,4624.86,11297.4,-6672.53,-6672.53,-1567482.73
14-09-2024,6798.64,6000,199.01,3033.82,3038.55,1800,254.21,0,0,InnovateX Pro,3764.82,11291.77,-7526.96,-7526.96,-1575009.68
15-09-2024,6908.16,6000,215.81,2880.19,3038.7,1800,253.73,0,0,InnovateX Pro,4027.96,11308.24,-7280.28,-7280.28,-1582289.96
16-09-2024,8266.38,6000,218.55,3451.37,3038.85,1800,253.28,0,0,InnovateX Pro,4815.01,11310.69,-6495.68,-6495.68,-1588785.64
17-09-2024,7976.68,6000,188.39,3335.17,3039,1800,252.86,0,0,InnovateX Pro,4641.51,11280.25,-6638.74,-6638.74,-1595424.38
18-09-2024,8175.02,6000,198.24,3623.01,3039.15,1800,252.47,0,0,Legacy Product,4552.01,11289.86,-6737.85,-6737.85,-1602162.23
19-09-2024,8096.49,6000,172.1,3301.32,3039.3,1800,252.1,0,0,InnovateX Pro,4795.16,11263.5,-6468.34,-6468.34,-1608630.56
20-09-2024,7549.22,6000,229.96,3161.7,3039.45,1800,251.76,0,0,InnovateX Pro,4387.52,11321.17,-6933.65,-6933.65,-1615564.21
21-09-2024,8748.27,6000,179.46,3648.43,3039.6,1800,251.46,0,0,InnovateX Pro,5099.84,11270.52,-6170.68,-6170.68,-1621734.89
22-09-2024,7575.85,6000,128.39,3048.14,3039.75,1800,251.18,0,0,InnovateX Pro,4527.7,11219.32,-6691.62,-6691.62,-1628426.51
23-09-2024,8246.49,6000,185.17,3669.29,3039.9,1800,250.93,0,0,InnovateX Pro,4577.2,11276,-6698.8,-6698.8,-1635125.31
24-09-2024,7846.54,6000,233.3,3389.6,3040.05,1800,250.71,0,0,InnovateX Pro,4456.94,11324.06,-6867.12,-6867.12,-1641992.43
25-09-2024,8169.86,6000,190.41,3671.39,3040.2,1800,250.52,0,0,InnovateX Pro,4498.47,11281.13,-6782.66,-6782.66,-1648775.09
26-09-2024,7634.92,6000,177.57,3092.05,3040.35,1800,250.36,0,0,Legacy Product,4542.87,11268.28,-6725.41,-6725.41,-1655500.49
27-09-2024,8234.53,6000,221.92,3304.37,3040.5,1800,250.23,0,0,InnovateX Pro,4930.16,11312.65,-6382.48,-6382.48,-1661882.98
28-09-2024,7795.35,6000,254.16,3155.13,3040.65,1800,250.13,0,0,Legacy Product,4640.22,11344.93,-6704.72,-6704.72,-1668587.69
29-09-2024,8046.28,6000,205.35,3568.18,3040.8,1800,250.06,0,0,InnovateX Pro,4478.09,11296.21,-6818.11,-6818.11,-1675405.81
30-09-2024,8308.44,6000,200.8,3628.54,3040.95,1800,250.01,0,0,InnovateX Pro,4679.9,11291.77,-6611.87,-6611.87,-1682017.67
01-10-2024,8467.09,6000,194.94,3551.88,3041.1,1800,250,0,4000,Legacy Product,4915.21,11286.04,-6370.83,-10370.83,-1692388.5
02-10-2024,9129.04,6000,234.29,3684.27,3041.25,1800,250.02,0,0,InnovateX Pro,5444.77,11325.56,-5880.78,-5880.78,-1698269.28
03-10-2024,9197.29,6000,196.55,3854.09,3041.4,1800,250.06,0,0,InnovateX Pro,5343.2,11288.01,-5944.81,-5944.81,-1704214.09
04-10-2024,8692.18,6000,217.83,3577.97,3041.55,1800,250.14,0,0,InnovateX Pro,5114.21,11309.52,-6195.31,-6195.31,-1710409.41
05-10-2024,9075.4,6000,206.91,3734.51,3041.7,1800,250.24,0,0,InnovateX Pro,5340.88,11298.86,-5957.97,-5957.97,-1716367.38
06-10-2024,9186.8,6000,207.47,4115.18,3041.85,1800,250.38,0,0,InnovateX Pro,5071.62,11299.7,-6228.08,-6228.08,-1722595.45
07-10-2024,9253.96,6000,158.3,4070.46,3042,1800,250.54,0,0,InnovateX Pro,5183.51,11250.84,-6067.34,-6067.34,-1728662.79
08-10-2024,8800.79,6000,244.48,3581.06,3042.15,1800,250.74,0,0,Legacy Product,5219.73,11337.36,-6117.63,-6117.63,-1734780.42
09-10-2024,9439.49,6000,184.45,4110.39,3042.3,1800,250.96,0,0,InnovateX Pro,5329.11,11277.71,-5948.61,-5948.61,-1740729.03
10-10-2024,8925.01,6000,173.11,3636.54,3042.45,1800,251.21,0,0,Legacy Product,5288.47,11266.77,-5978.3,-5978.3,-1746707.33
11-10-2024,9671.6,6000,217.04,4142.28,3042.6,1800,251.49,0,0,InnovateX Pro,5529.32,11311.13,-5781.81,-5781.81,-1752489.14
12-10-2024,9606.21,6000,181.23,3861.29,3042.75,1800,251.81,0,0,InnovateX Pro,5744.92,11275.78,-5530.86,-5530.86,-1758020
13-10-2024,8699.91,6000,195.52,3667.18,3042.9,1800,252.15,0,0,InnovateX Pro,5032.73,11290.57,-6257.84,-6257.84,-1764277.84
14-10-2024,9685.77,6000,243.47,4134.93,3043.05,1800,252.51,0,0,Legacy Product,5550.83,11339.03,-5788.2,-5788.2,-1770066.04
15-10-2024,9147.11,6000,192.35,3748.26,3043.2,1800,252.91,0,0,InnovateX Pro,5398.84,11288.46,-5889.62,-5889.62,-1775955.66
16-10-2024,9689.42,6000,193.08,4305.49,3043.35,1800,253.34,0,0,InnovateX Pro,5383.93,11289.77,-5905.84,-5905.84,-1781861.5
17-10-2024,10092.27,6000,204.33,4123.39,3043.5,1800,253.79,0,0,InnovateX Pro,5968.88,11301.62,-5332.74,-5332.74,-1787194.24
18-10-2024,9788.5,6000,158.72,4186.82,3043.65,1800,254.28,0,0,InnovateX Pro,5601.68,11256.64,-5654.96,-5654.96,-1792849.2
19-10-2024,9832.98,6000,210.04,4241.69,3043.8,1800,254.79,0,0,InnovateX Pro,5591.28,11308.63,-5717.35,-5717.35,-1798566.55
20-10-2024,9147.63,6000,232.3,3889.62,3043.95,1800,255.33,0,0,InnovateX Pro,5258.01,11331.58,-6073.57,-6073.57,-1804640.12
21-10-2024,9944.46,6000,212.88,4060.91,3044.1,1800,255.9,0,0,InnovateX Pro,5883.55,11312.88,-5429.33,-5429.33,-1810069.45
22-10-2024,10222.36,6000,220.31,4380.59,3044.25,1800,256.49,0,0,InnovateX Pro,5841.76,11321.05,-5479.28,-5479.28,-1815548.73
23-10-2024,10075.12,6000,209.23,4454.09,3044.4,1800,257.12,0,0,InnovateX Pro,5621.03,11310.74,-5689.71,-5689.71,-1821238.45
24-10-2024,9753.1,6000,210.37,4296.29,3044.55,1800,257.77,0,0,InnovateX Pro,5456.81,11312.69,-5855.88,-5855.88,-1827094.33
25-10-2024,10090.3,6000,229.28,4172.26,3044.7,1800,258.45,0,0,InnovateX Pro,5918.04,11332.43,-5414.38,-5414.38,-1832508.71
26-10-2024,10422.67,6000,197.6,4546.93,3044.85,1800,259.15,0,0,InnovateX Pro,5875.73,11301.6,-5425.86,-5425.86,-1837934.58
27-10-2024,10509.19,6000,182.16,4397.55,3045,1800,259.88,0,0,InnovateX Pro,6111.64,11287.04,-5175.4,-5175.4,-1843109.98
28-10-2024,10368.51,6000,181.74,4246.32,3045.15,1800,260.64,0,0,InnovateX Pro,6122.18,11287.53,-5165.35,-5165.35,-1848275.33
29-10-2024,10368.33,6000,163.34,4401.72,3045.3,1800,261.43,0,0,InnovateX Pro,5966.6,11270.07,-5303.47,-5303.47,-1853578.8
30-10-2024,10770.8,6000,170.1,4742.99,3045.45,1800,262.24,0,0,InnovateX Pro,6027.81,11277.79,-5249.98,-5249.98,-1858828.78
31-10-2024,10072.37,6000,192.68,4374.81,3045.6,1800,263.08,0,0,InnovateX Pro,5697.55,11301.36,-5603.81,-5603.81,-1864432.59
01-11-2024,10269.94,6000,170.1,4311.68,3045.75,1800,263.94,0,4000,Legacy Product,5958.26,11279.79,-5321.53,-9321.53,-1873754.12
02-11-2024,9544.86,6000,230.17,3909.58,3045.9,1800,264.83,0,0,InnovateX Pro,5635.28,11340.9,-5705.62,-5705.62,-1879459.74
03-11-2024,10468.41,6000,197.15,4245.66,3046.05,1800,265.74,0,0,InnovateX Pro,6222.75,11308.94,-5086.18,-5086.18,-1884545.92
04-11-2024,10974.86,6000,186.49,4848.13,3046.2,1800,266.68,0,0,InnovateX Pro,6126.72,11299.37,-5172.65,-5172.65,-1889718.57
05-11-2024,10976.42,6000,212.24,4657.04,3046.35,1800,267.65,0,0,InnovateX Pro,6319.37,11326.23,-5006.86,-5006.86,-1894725.43
06-11-2024,10176.54,6000,205.68,4469.81,3046.5,1800,268.63,0,0,InnovateX Pro,5706.73,11320.81,-5614.09,-5614.09,-1900339.52
07-11-2024,11199.85,6000,196.48,4803.35,3046.65,1800,269.65,0,0,InnovateX Pro,6396.5,11312.77,-4916.27,-4916.27,-1905255.79
08-11-2024,10684.71,6000,190.71,4562.86,3046.8,1800,270.68,0,0,InnovateX Pro,6121.86,11308.19,-5186.33,-5186.33,-1910442.12
09-11-2024,10721.69,6000,201.96,4487.43,3046.95,1800,271.74,0,0,InnovateX Pro,6234.26,11320.65,-5086.39,-5086.39,-1915528.52
10-11-2024,10919.55,6000,227.17,4461.75,3047.1,1800,272.82,0,0,InnovateX Pro,6457.8,11347.09,-4889.29,-4889.29,-1920417.81
11-11-2024,10926.36,6000,169.18,4716.2,3047.25,1800,273.93,0,0,InnovateX Pro,6210.16,11290.35,-5080.2,-5080.2,-1925498.01
12-11-2024,10558.42,6000,207.88,4670.38,3047.4,1800,275.06,0,0,InnovateX Pro,5888.04,11330.33,-5442.29,-5442.29,-1930940.29
13-11-2024,11012.5,6000,238.61,4444.54,3047.55,1800,276.21,0,0,Legacy Product,6567.96,11362.36,-4794.41,-4794.41,-1935734.7
14-11-2024,11689.46,6000,218.76,5209.99,3047.7,1800,277.38,0,0,InnovateX Pro,6479.47,11343.84,-4864.37,-4864.37,-1940599.07
15-11-2024,11056.19,6000,176.82,4605.25,3047.85,1800,278.57,0,0,InnovateX Pro,6450.95,11303.24,-4852.29,-4852.29,-1945451.36
16-11-2024,11301.08,6000,172.21,4610.84,3048,1800,279.79,0,0,Legacy Product,6690.24,11300,-4609.76,-4609.76,-1950061.12
17-11-2024,11278.92,6000,217.88,4767.29,3048.15,1800,281.02,0,0,InnovateX Pro,6511.63,11347.05,-4835.42,-4835.42,-1954896.54
18-11-2024,11264.44,6000,225.65,4956.85,3048.3,1800,282.28,0,0,InnovateX Pro,6307.58,11356.23,-5048.65,-5048.65,-1959945.19
19-11-2024,11028.62,6000,238.5,4561.06,3048.45,1800,283.55,0,0,InnovateX Pro,6467.56,11370.51,-4902.95,-4902.95,-1964848.13
20-11-2024,12211.18,6000,179.45,5005.64,3048.6,1800,284.85,0,0,InnovateX Pro,7205.54,11312.89,-4107.35,-4107.35,-1968955.49
21-11-2024,11723.83,6000,194.11,4918.13,3048.75,1800,286.16,0,0,InnovateX Pro,6805.7,11329.02,-4523.32,-4523.32,-1973478.81
22-11-2024,11874.34,6000,191.76,5279.51,3048.9,1800,287.5,0,0,InnovateX Pro,6594.82,11328.15,-4733.33,-4733.33,-1978212.14
23-11-2024,11749.84,6000,246.16,4877.73,3049.05,1800,288.85,0,0,InnovateX Pro,6872.11,11384.06,-4511.95,-4511.95,-1982724.09
24-11-2024,11752.24,6000,196.09,4936.97,3049.2,1800,290.22,0,0,InnovateX Pro,6815.27,11335.51,-4520.24,-4520.24,-1987244.33
25-11-2024,12277.68,6000,184.63,5170.26,3049.35,1800,291.6,0,0,InnovateX Pro,7107.42,11325.58,-4218.16,-4218.16,-1991462.5
26-11-2024,11490.8,6000,199.34,4637.84,3049.5,1800,293.01,0,0,InnovateX Pro,6852.96,11341.85,-4488.89,-4488.89,-1995951.39
27-11-2024,11726.9,6000,223.3,5024.85,3049.65,1800,294.43,0,0,InnovateX Pro,6702.05,11367.38,-4665.33,-4665.33,-2000616.72
28-11-2024,12175.26,6000,242.63,5006.11,3049.8,1800,295.87,0,0,InnovateX Pro,7169.14,11388.3,-4219.16,-4219.16,-2004835.88
29-11-2024,11828.9,6000,189.54,5024.01,3049.95,1800,297.32,0,0,InnovateX Pro,6804.89,11336.82,-4531.93,-4531.93,-2009367.81
30-11-2024,12944.07,6000,176.97,5720.08,3050.1,1800,298.79,0,0,InnovateX Pro,7223.99,11325.86,-4101.88,-4101.88,-2013469.68
01-12-2024,12427.82,6000,226.82,5275.7,3050.25,1800,300.28,0,4000,InnovateX Pro,7152.12,11377.34,-4225.23,-8225.23,-2021694.91
02-12-2024,12200.81,6000,200.9,5461.95,3050.4,1800,301.78,0,0,InnovateX Pro,6738.86,11353.08,-4614.22,-4614.22,-2026309.14
03-12-2024,12624.31,6000,212.03,5558.97,3050.55,1800,303.29,0,0,InnovateX Pro,7065.34,11365.87,-4300.53,-4300.53,-2030609.67
04-12-2024,12203.09,6000,199.49,5421.05,3050.7,1800,304.82,0,0,Legacy Product,6782.04,11355.01,-4572.97,-4572.97,-2035182.64
05-12-2024,12849.44,6000,178.15,5200.08,3050.85,1800,306.36,0,0,InnovateX Pro,7649.36,11335.36,-3686,-3686,-2038868.64
06-12-2024,12737.56,6000,215.42,5393.8,3051,1800,307.92,0,0,InnovateX Pro,7343.76,11374.34,-4030.58,-4030.58,-2042899.21
07-12-2024,11884.62,6000,239,5275.57,3051.15,1800,309.48,0,0,Legacy Product,6609.05,11399.63,-4790.58,-4790.58,-2047689.8
08-12-2024,12663.54,6000,208.4,5195.44,3051.3,1800,311.06,0,0,InnovateX Pro,7468.11,11370.76,-3902.65,-3902.65,-2051592.45
09-12-2024,13429.58,6000,193.98,5779.93,3051.45,1800,312.65,0,0,InnovateX Pro,7649.65,11358.08,-3708.43,-3708.43,-2055300.88
10-12-2024,13422.6,6000,231.64,5851.87,3051.6,1800,314.25,0,0,Legacy Product,7570.73,11397.5,-3826.77,-3826.77,-2059127.65
11-12-2024,12921.18,6000,232.66,5468.34,3051.75,1800,315.87,0,0,InnovateX Pro,7452.83,11400.28,-3947.44,-3947.44,-2063075.09
12-12-2024,12993.08,6000,160.95,5790,3051.9,1800,317.49,0,0,InnovateX Pro,7203.08,11330.34,-4127.26,-4127.26,-2067202.35
13-12-2024,12859.8,6000,164.11,5722.78,3052.05,1800,319.12,0,0,Legacy Product,7137.02,11335.28,-4198.26,-4198.26,-2071400.61
14-12-2024,13516.01,6000,211.16,5520.72,3052.2,1800,320.76,0,0,InnovateX Pro,7995.29,11384.12,-3388.83,-3388.83,-2074789.44
15-12-2024,13046.59,6000,216.21,5621.63,3052.35,1800,322.41,0,0,InnovateX Pro,7424.96,11390.97,-3966,-3966,-2078755.44
16-12-2024,13069.09,6000,198.44,5546.79,3052.5,1800,324.07,0,0,InnovateX Pro,7522.3,11375,-3852.71,-3852.71,-2082608.15
17-12-2024,13152.47,6000,227.86,5607.54,3052.65,1800,325.73,0,0,InnovateX Pro,7544.92,11406.24,-3861.32,-3861.32,-2086469.47
18-12-2024,13336.76,6000,223.45,5565.3,3052.8,1800,327.4,0,0,InnovateX Pro,7771.47,11403.65,-3632.19,-3632.19,-2090101.66
19-12-2024,13529.94,6000,243.59,5504.72,3052.95,1800,329.08,0,0,InnovateX Pro,8025.23,11425.62,-3400.4,-3400.4,-2093502.05
20-12-2024,13360.23,6000,205.1,5412.39,3053.1,1800,330.77,0,0,InnovateX Pro,7947.84,11388.96,-3441.12,-3441.12,-2096943.17
21-12-2024,13283.74,6000,197.36,5882.63,3053.25,1800,332.46,0,0,InnovateX Pro,7401.11,11383.06,-3981.95,-3981.95,-2100925.13
22-12-2024,14085.58,6000,200.67,5728.79,3053.4,1800,334.15,0,0,InnovateX Pro,8356.79,11388.23,-3031.44,-3031.44,-2103956.57
23-12-2024,14141.53,6000,191.85,6120.81,3053.55,1800,335.86,0,0,InnovateX Pro,8020.72,11381.25,-3360.54,-3360.54,-2107317.1
